sample_idx,loss,is_noisy
0,0.567709,0
1,0.195747,0
2,0.206224,0
3,9.693293,0
4,0.188441,0
5,0.510325,0
6,0.320593,0
7,0.303661,0
8,0.55232,0
9,1.188406,0
10,0.549021,0
11,2.270073,1
12,12.14159,0
13,0.534639,0
14,0.25623,0
15,10.693447,0
16,9.503654,0
17,1.400617,0
18,0.366967,0
19,0.622312,0
20,0.158838,0
21,0.786049,0
22,2.684162,0
23,0.330388,0
24,0.102173,0
25,2.475737,0
26,1.135241,0
27,0.206229,0
28,0.633017,0
29,0.398248,0
30,1.149643,1
31,0.090064,0
32,10.085958,0
33,0.502775,0
34,0.793203,0
35,0.382432,0
36,1.042134,0
37,10.065777,0
38,2.712992,1
39,3.674457,1
40,3.479477,0
41,0.538274,0
42,0.546211,0
43,2.340821,0
44,10.733497,0
45,0.345273,0
46,0.576123,0
47,0.290992,0
48,0.555114,0
49,11.133471,0
50,1.727066,0
51,0.046149,0
52,1.4173,0
53,0.483561,0
54,0.143605,0
55,0.751847,0
56,0.446071,0
57,0.274535,0
58,0.645991,0
59,0.464813,0
60,1.388933,0
61,0.439807,0
62,0.27267,0
63,0.205523,0
64,0.428251,0
65,0.501551,0
66,10.530453,0
67,9.131082,0
68,0.160656,0
69,1.521289,0
70,9.220538,0
71,10.97494,0
72,9.385109,0
73,0.523333,0
74,1.21324,0
75,0.515612,0
76,0.343021,0
77,9.437965,0
78,0.326818,0
79,9.662783,0
80,0.204346,0
81,10.168649,0
82,0.346539,0
83,0.329457,0
84,10.322062,0
85,8.926443,0
86,2.06893,1
87,0.129505,0
88,0.514475,0
89,0.293423,0
90,10.86934,0
91,10.558502,0
92,0.388906,0
93,0.312703,0
94,0.763582,0
95,0.313464,0
96,0.882765,0
97,10.074963,1
98,0.265816,0
99,0.293604,0
100,0.319259,0
101,0.189817,0
102,1.375887,0
103,0.253476,0
104,0.734286,0
105,0.559285,0
106,0.572061,0
107,9.86084,0
108,0.655191,0
109,1.377354,0
110,0.315104,0
111,0.260459,0
112,1.393377,0
113,0.604376,0
114,10.233226,0
115,0.372337,0
116,1.221956,0
117,1.276772,0
118,0.36171,0
119,1.05301,0
120,0.240425,0
121,0.380334,0
122,9.688745,0
123,0.682963,0
