sample_idx,loss,is_noisy
0,0.451458,0
1,0.269603,0
2,0.235894,0
3,10.11504,0
4,0.335486,0
5,0.658146,0
6,0.390947,0
7,0.232342,0
8,0.331389,0
9,1.254791,0
10,0.451101,0
11,3.245623,1
12,9.757536,0
13,1.271443,0
14,0.256569,0
15,10.337752,0
16,8.89436,0
17,2.449191,0
18,0.378542,0
19,0.478109,0
20,0.20767,0
21,0.420053,0
22,3.319323,0
23,0.55635,0
24,0.353372,0
25,1.389642,0
26,1.556087,0
27,0.298239,0
28,1.654308,0
29,0.274726,0
30,1.870098,1
31,0.275378,0
32,11.019156,0
33,0.59672,0
34,0.827925,0
35,0.306133,0
36,1.081898,0
37,8.986053,0
38,2.647932,1
39,3.58139,1
40,4.599467,0
41,0.280799,0
42,1.633911,0
43,2.418542,0
44,10.934596,0
45,0.451674,0
46,0.92814,0
47,0.362707,0
48,1.225519,0
49,11.969644,0
50,1.43292,0
51,0.232588,0
52,0.710929,0
53,0.460934,0
54,0.122391,0
55,0.66829,0
56,0.652128,0
57,0.4485,0
58,0.517798,0
59,0.109449,0
60,0.742747,0
61,0.311302,0
62,0.334238,0
63,0.225371,0
64,0.408646,0
65,0.585834,0
66,10.224547,0
67,10.227983,0
68,0.285072,0
69,1.177321,0
70,9.897977,0
71,11.951042,0
72,9.574454,0
73,0.619994,0
74,1.227315,0
75,0.16039,0
76,0.581267,0
77,10.143797,0
78,0.40066,0
79,8.642481,0
80,0.205469,0
81,10.3901,0
82,0.238214,0
83,0.452744,0
84,11.413394,0
85,9.505988,0
86,1.95348,1
87,0.408473,0
88,0.167315,0
89,0.300772,0
90,10.896976,0
91,10.31217,0
92,0.450525,0
93,0.200199,0
94,0.832837,0
95,0.048268,0
96,0.592046,0
97,10.872036,1
98,0.3186,0
99,0.430143,0
100,0.248706,0
101,0.385852,0
102,1.362459,0
103,0.126973,0
104,0.604459,0
105,0.59753,0
106,0.52783,0
107,8.93621,0
108,0.317857,0
109,1.744506,0
110,0.974268,0
111,0.736551,0
112,1.726482,0
113,0.303148,0
114,9.661793,0
115,0.41572,0
116,0.940359,0
117,0.46817,0
118,0.716047,0
119,1.969616,0
120,0.245116,0
121,0.12587,0
122,9.913411,0
123,0.174838,0
124,1.000192,0
125,0.36131,0
126,1.84443,0
127,0.571103,0
128,0.306172,0
129,3.146935,0
130,0.45474,0
131,0.240769,0
132,3.20614,0
133,1.622505,0
134,2.783377,0
135,0.51141,0
136,0.061095,0
137,0.605622,0
138,0.521723,1
139,0.292404,0
140,11.812045,0
141,0.243929,0
142,2.766563,1
143,0.191189,0
144,9.678764,0
145,9.250728,0
146,9.559892,1
147,0.357842,0
148,0.621441,0
149,0.581074,0
150,11.266554,1
151,0.597515,0
152,1.023025,0
153,3.935255,0
154,0.372923,0
155,0.299114,0
156,8.975769,1
157,0.337603,0
158,0.164348,0
159,0.920258,0
160,9.635135,0
161,0.328226,0
162,0.471695,0
163,10.973986,0
164,0.227705,0
165,0.037573,0
166,11.486194,0
167,0.459448,0
168,2.220035,0
169,0.26124,0
170,1.399238,0
171,0.110262,0
172,1.206138,0
173,0.276214,0
174,0.562522,0
175,3.011176,0
176,3.08912,1
177,0.458035,0
178,11.485175,0
179,0.398606,0
180,1.256416,0
181,0.325076,0
182,2.240392,0
183,0.678483,0
184,1.665661,0
185,0.260752,0
186,0.087867,0
187,0.33905,0
188,0.312187,0
189,0.281312,0
190,11.150915,0
191,8.705632,0
192,2.416205,0
193,4.208375,1
194,0.762117,0
195,0.530683,0
196,0.516788,0
197,0.58714,0
198,0.403703,0
199,0.807731,0
200,0.280951,0
201,2.565117,0
202,0.303885,0
