# 2026-07-20T16:07:56.684215 | cmd = python /path/to/ciln-workspace/experiments/downstream_multimodal/train_agnews/train_agnews_coteaching.py --setting front_truncation_sev5 --variant S --image-source clean --seed 1 --gpu 2
[AGN CoT] front_truncation_sev5__S__coteaching__clean__seed1  gpu=2
  N=50000  tau=26.57%
  ep   0  R(t)=1.000  a=80.33%  b=81.86%  ens=81.96%  best_ens=81.96%@0
  ep   5  R(t)=0.812  a=84.45%  b=84.53%  ens=84.87%  best_ens=85.26%@4
  ep  10  R(t)=0.734  a=84.32%  b=83.75%  ens=84.71%  best_ens=85.26%@4
  ep  15  R(t)=0.734  a=83.43%  b=83.74%  ens=83.93%  best_ens=85.26%@4
  ep  20  R(t)=0.734  a=83.82%  b=83.93%  ens=84.28%  best_ens=85.26%@4
  ep  25  R(t)=0.734  a=84.05%  b=83.36%  ens=84.36%  best_ens=85.26%@4
  ep  30  R(t)=0.734  a=83.66%  b=83.61%  ens=83.99%  best_ens=85.26%@4
  ep  35  R(t)=0.734  a=83.03%  b=83.72%  ens=83.79%  best_ens=85.26%@4
  ep  40  R(t)=0.734  a=83.41%  b=83.37%  ens=83.92%  best_ens=85.26%@4
  ep  45  R(t)=0.734  a=83.62%  b=83.30%  ens=83.71%  best_ens=85.26%@4
  ep  50  R(t)=0.734  a=83.20%  b=83.28%  ens=83.58%  best_ens=85.26%@4
  ep  55  R(t)=0.734  a=83.22%  b=83.45%  ens=83.47%  best_ens=85.26%@4
  ep  60  R(t)=0.734  a=83.41%  b=83.39%  ens=83.66%  best_ens=85.26%@4
  ep  65  R(t)=0.734  a=83.30%  b=83.41%  ens=83.55%  best_ens=85.26%@4
  ep  70  R(t)=0.734  a=83.41%  b=83.29%  ens=83.59%  best_ens=85.26%@4
  ep  75  R(t)=0.734  a=83.57%  b=83.50%  ens=83.76%  best_ens=85.26%@4
  ep  80  R(t)=0.734  a=83.22%  b=83.41%  ens=83.57%  best_ens=85.26%@4
  ep  85  R(t)=0.734  a=83.17%  b=83.38%  ens=83.76%  best_ens=85.26%@4
  ep  90  R(t)=0.734  a=83.26%  b=83.38%  ens=83.63%  best_ens=85.26%@4
  ep  95  R(t)=0.734  a=83.33%  b=83.32%  ens=83.68%  best_ens=85.26%@4
  ep  99  R(t)=0.734  a=83.32%  b=83.33%  ens=83.72%  best_ens=85.26%@4
  DONE  best_ens=85.26%  saved front_truncation_sev5__S__coteaching__clean__seed1.json + persample.npz

# exit=0
