# 2026-07-20T09:02:27.267390 | cmd = python /path/to/ciln-workspace/experiments/downstream_multimodal/train_agnews/train_agnews_coteaching.py --setting front_truncation_sev1 --variant C --image-source noisy --seed 0 --gpu 2
[AGN CoT] front_truncation_sev1__C__coteaching__noisy__seed0  gpu=2
  N=35066  tau=2.47%
  ep   0  R(t)=1.000  a=83.66%  b=83.46%  ens=84.07%  best_ens=84.07%@0
  ep   5  R(t)=0.983  a=86.97%  b=87.20%  ens=87.37%  best_ens=87.41%@3
  ep  10  R(t)=0.975  a=87.71%  b=86.86%  ens=87.39%  best_ens=87.80%@7
  ep  15  R(t)=0.975  a=87.09%  b=87.12%  ens=87.57%  best_ens=87.80%@7
  ep  20  R(t)=0.975  a=86.80%  b=87.12%  ens=87.33%  best_ens=87.80%@7
  ep  25  R(t)=0.975  a=86.91%  b=86.58%  ens=87.11%  best_ens=87.80%@7
  ep  30  R(t)=0.975  a=86.86%  b=87.04%  ens=87.41%  best_ens=87.80%@7
  ep  35  R(t)=0.975  a=86.89%  b=86.95%  ens=87.00%  best_ens=87.80%@7
  ep  40  R(t)=0.975  a=87.28%  b=86.89%  ens=87.36%  best_ens=87.80%@7
  ep  45  R(t)=0.975  a=87.04%  b=87.14%  ens=87.14%  best_ens=87.80%@7
  ep  50  R(t)=0.975  a=86.91%  b=87.01%  ens=87.37%  best_ens=87.80%@7
  ep  55  R(t)=0.975  a=86.62%  b=87.14%  ens=87.03%  best_ens=87.80%@7
  ep  60  R(t)=0.975  a=86.83%  b=86.87%  ens=87.00%  best_ens=87.80%@7
  ep  65  R(t)=0.975  a=86.76%  b=86.91%  ens=87.07%  best_ens=87.80%@7
  ep  70  R(t)=0.975  a=86.70%  b=87.21%  ens=87.18%  best_ens=87.80%@7
  ep  75  R(t)=0.975  a=86.91%  b=87.43%  ens=87.26%  best_ens=87.80%@7
  ep  80  R(t)=0.975  a=87.07%  b=87.32%  ens=87.16%  best_ens=87.80%@7
  ep  85  R(t)=0.975  a=87.16%  b=87.51%  ens=87.28%  best_ens=87.80%@7
  ep  90  R(t)=0.975  a=87.11%  b=87.38%  ens=87.38%  best_ens=87.80%@7
  ep  95  R(t)=0.975  a=87.03%  b=87.34%  ens=87.26%  best_ens=87.80%@7
  ep  99  R(t)=0.975  a=87.03%  b=87.33%  ens=87.24%  best_ens=87.80%@7
  DONE  best_ens=87.80%  saved front_truncation_sev1__C__coteaching__noisy__seed0.json + persample.npz

# exit=0
