# 2026-07-19T16:22:22.381894 | cmd = python /path/to/ciln-workspace/experiments/downstream_multimodal/train_agnews/train_agnews_coteaching.py --setting butter_fingers_sev1 --variant S --image-source noisy --seed 1 --gpu 1
[AGN CoT] butter_fingers_sev1__S__coteaching__noisy__seed1  gpu=1
  N=50000  tau=13.05%
  ep   0  R(t)=1.000  a=83.50%  b=83.51%  ens=84.49%  best_ens=84.49%@0
  ep   5  R(t)=0.908  a=88.45%  b=88.59%  ens=88.87%  best_ens=89.04%@4
  ep  10  R(t)=0.870  a=88.47%  b=88.61%  ens=88.91%  best_ens=89.04%@4
  ep  15  R(t)=0.870  a=88.68%  b=88.91%  ens=89.03%  best_ens=89.16%@12
  ep  20  R(t)=0.870  a=88.30%  b=88.20%  ens=88.55%  best_ens=89.16%@12
  ep  25  R(t)=0.870  a=88.49%  b=88.63%  ens=88.67%  best_ens=89.16%@12
  ep  30  R(t)=0.870  a=88.84%  b=88.50%  ens=88.96%  best_ens=89.16%@12
  ep  35  R(t)=0.870  a=88.36%  b=88.53%  ens=88.72%  best_ens=89.16%@12
  ep  40  R(t)=0.870  a=88.63%  b=88.46%  ens=88.78%  best_ens=89.16%@12
  ep  45  R(t)=0.870  a=88.88%  b=88.58%  ens=89.05%  best_ens=89.16%@12
  ep  50  R(t)=0.870  a=88.36%  b=88.50%  ens=88.51%  best_ens=89.16%@12
  ep  55  R(t)=0.870  a=88.50%  b=88.39%  ens=88.62%  best_ens=89.16%@12
  ep  60  R(t)=0.870  a=88.21%  b=88.32%  ens=88.51%  best_ens=89.16%@12
  ep  65  R(t)=0.870  a=88.54%  b=88.29%  ens=88.49%  best_ens=89.16%@12
  ep  70  R(t)=0.870  a=88.62%  b=88.24%  ens=88.66%  best_ens=89.16%@12
  ep  75  R(t)=0.870  a=88.64%  b=88.51%  ens=88.75%  best_ens=89.16%@12
  ep  80  R(t)=0.870  a=88.55%  b=88.24%  ens=88.45%  best_ens=89.16%@12
  ep  85  R(t)=0.870  a=88.49%  b=88.18%  ens=88.47%  best_ens=89.16%@12
  ep  90  R(t)=0.870  a=88.42%  b=88.34%  ens=88.53%  best_ens=89.16%@12
  ep  95  R(t)=0.870  a=88.49%  b=88.34%  ens=88.54%  best_ens=89.16%@12
  ep  99  R(t)=0.870  a=88.50%  b=88.34%  ens=88.54%  best_ens=89.16%@12
  DONE  best_ens=89.16%  saved butter_fingers_sev1__S__coteaching__noisy__seed1.json + persample.npz

# exit=0
