# 2026-07-19T18:09:37.353887 | cmd = python /path/to/ciln-workspace/experiments/downstream_multimodal/train_agnews/train_agnews_coteaching.py --setting butter_fingers_sev1 --variant C --image-source clean --seed 2 --gpu 1
[AGN CoT] butter_fingers_sev1__C__coteaching__clean__seed2  gpu=1
  N=35066  tau=3.16%
  ep   0  R(t)=1.000  a=83.97%  b=82.78%  ens=84.11%  best_ens=84.11%@0
  ep   5  R(t)=0.978  a=86.78%  b=86.62%  ens=87.28%  best_ens=87.58%@4
  ep  10  R(t)=0.968  a=86.68%  b=86.92%  ens=87.30%  best_ens=87.58%@4
  ep  15  R(t)=0.968  a=86.24%  b=86.43%  ens=86.95%  best_ens=87.58%@4
  ep  20  R(t)=0.968  a=86.39%  b=86.37%  ens=86.91%  best_ens=87.58%@4
  ep  25  R(t)=0.968  a=86.34%  b=86.16%  ens=86.75%  best_ens=87.58%@4
  ep  30  R(t)=0.968  a=86.24%  b=86.37%  ens=86.66%  best_ens=87.58%@4
  ep  35  R(t)=0.968  a=86.04%  b=86.05%  ens=86.53%  best_ens=87.58%@4
  ep  40  R(t)=0.968  a=86.24%  b=85.92%  ens=86.29%  best_ens=87.58%@4
  ep  45  R(t)=0.968  a=86.12%  b=86.18%  ens=86.22%  best_ens=87.58%@4
  ep  50  R(t)=0.968  a=86.12%  b=86.33%  ens=86.59%  best_ens=87.58%@4
  ep  55  R(t)=0.968  a=85.70%  b=85.68%  ens=86.17%  best_ens=87.58%@4
  ep  60  R(t)=0.968  a=85.80%  b=85.75%  ens=86.30%  best_ens=87.58%@4
  ep  65  R(t)=0.968  a=85.79%  b=86.34%  ens=86.63%  best_ens=87.58%@4
  ep  70  R(t)=0.968  a=85.96%  b=86.07%  ens=86.37%  best_ens=87.58%@4
  ep  75  R(t)=0.968  a=86.22%  b=86.33%  ens=86.34%  best_ens=87.58%@4
  ep  80  R(t)=0.968  a=85.97%  b=86.38%  ens=86.30%  best_ens=87.58%@4
  ep  85  R(t)=0.968  a=85.93%  b=86.30%  ens=86.42%  best_ens=87.58%@4
  ep  90  R(t)=0.968  a=86.17%  b=86.43%  ens=86.45%  best_ens=87.58%@4
  ep  95  R(t)=0.968  a=86.13%  b=86.42%  ens=86.50%  best_ens=87.58%@4
  ep  99  R(t)=0.968  a=86.12%  b=86.37%  ens=86.47%  best_ens=87.58%@4
  DONE  best_ens=87.58%  saved butter_fingers_sev1__C__coteaching__clean__seed2.json + persample.npz

# exit=0
