# 2026-07-20T01:35:56.676157 | cmd = python /path/to/ciln-workspace/experiments/downstream_multimodal/train_agnews/train_agnews_coteaching.py --setting butter_fingers_sev5 --variant S --image-source clean --seed 2 --gpu 1
[AGN CoT] butter_fingers_sev5__S__coteaching__clean__seed2  gpu=1
  N=50000  tau=46.19%
  ep   0  R(t)=1.000  a=42.08%  b=41.71%  ens=41.79%  best_ens=41.79%@0
  ep   5  R(t)=0.673  a=62.92%  b=62.62%  ens=62.93%  best_ens=63.17%@3
  ep  10  R(t)=0.538  a=63.55%  b=62.54%  ens=62.71%  best_ens=65.09%@9
  ep  15  R(t)=0.538  a=59.28%  b=60.09%  ens=59.83%  best_ens=65.09%@9
  ep  20  R(t)=0.538  a=61.21%  b=62.18%  ens=61.68%  best_ens=65.09%@9
  ep  25  R(t)=0.538  a=60.53%  b=62.34%  ens=61.42%  best_ens=65.09%@9
  ep  30  R(t)=0.538  a=60.04%  b=60.92%  ens=60.71%  best_ens=65.09%@9
  ep  35  R(t)=0.538  a=62.11%  b=62.63%  ens=62.34%  best_ens=65.09%@9
  ep  40  R(t)=0.538  a=62.64%  b=61.79%  ens=62.21%  best_ens=65.09%@9
  ep  45  R(t)=0.538  a=60.33%  b=61.92%  ens=61.16%  best_ens=65.09%@9
  ep  50  R(t)=0.538  a=61.37%  b=61.46%  ens=61.46%  best_ens=65.09%@9
  ep  55  R(t)=0.538  a=62.17%  b=61.87%  ens=62.17%  best_ens=65.09%@9
  ep  60  R(t)=0.538  a=61.76%  b=60.72%  ens=61.38%  best_ens=65.09%@9
  ep  65  R(t)=0.538  a=62.66%  b=61.58%  ens=62.24%  best_ens=65.09%@9
  ep  70  R(t)=0.538  a=61.42%  b=61.43%  ens=61.51%  best_ens=65.09%@9
  ep  75  R(t)=0.538  a=61.24%  b=60.55%  ens=60.95%  best_ens=65.09%@9
  ep  80  R(t)=0.538  a=61.45%  b=61.61%  ens=61.51%  best_ens=65.09%@9
  ep  85  R(t)=0.538  a=61.61%  b=61.30%  ens=61.14%  best_ens=65.09%@9
  ep  90  R(t)=0.538  a=61.62%  b=61.68%  ens=61.41%  best_ens=65.09%@9
  ep  95  R(t)=0.538  a=61.68%  b=61.57%  ens=61.18%  best_ens=65.09%@9
  ep  99  R(t)=0.538  a=61.74%  b=61.50%  ens=61.17%  best_ens=65.09%@9
  DONE  best_ens=65.09%  saved butter_fingers_sev5__S__coteaching__clean__seed2.json + persample.npz

# exit=0
