# 2026-07-20T17:33:17.701808 | cmd = python /path/to/ciln-workspace/experiments/downstream_multimodal/train_agnews/train_agnews_coteaching.py --setting front_truncation_sev5 --variant S --image-source noisy --seed 1 --gpu 1
[AGN CoT] front_truncation_sev5__S__coteaching__noisy__seed1  gpu=1
  N=50000  tau=26.57%
  ep   0  R(t)=1.000  a=80.45%  b=78.72%  ens=81.03%  best_ens=81.03%@0
  ep   5  R(t)=0.812  a=86.61%  b=87.04%  ens=87.17%  best_ens=87.17%@5
  ep  10  R(t)=0.734  a=85.84%  b=86.11%  ens=86.26%  best_ens=87.17%@5
  ep  15  R(t)=0.734  a=86.47%  b=86.20%  ens=86.62%  best_ens=87.17%@5
  ep  20  R(t)=0.734  a=86.51%  b=86.39%  ens=86.74%  best_ens=87.17%@5
  ep  25  R(t)=0.734  a=85.93%  b=86.26%  ens=86.53%  best_ens=87.17%@5
  ep  30  R(t)=0.734  a=86.26%  b=85.79%  ens=86.45%  best_ens=87.17%@5
  ep  35  R(t)=0.734  a=85.83%  b=85.82%  ens=86.13%  best_ens=87.17%@5
  ep  40  R(t)=0.734  a=85.95%  b=85.83%  ens=86.28%  best_ens=87.17%@5
  ep  45  R(t)=0.734  a=85.13%  b=86.38%  ens=86.22%  best_ens=87.17%@5
  ep  50  R(t)=0.734  a=86.05%  b=86.42%  ens=86.49%  best_ens=87.17%@5
  ep  55  R(t)=0.734  a=85.76%  b=85.89%  ens=86.07%  best_ens=87.17%@5
  ep  60  R(t)=0.734  a=85.71%  b=86.09%  ens=86.13%  best_ens=87.17%@5
  ep  65  R(t)=0.734  a=85.42%  b=86.14%  ens=85.80%  best_ens=87.17%@5
  ep  70  R(t)=0.734  a=85.42%  b=86.04%  ens=85.96%  best_ens=87.17%@5
  ep  75  R(t)=0.734  a=85.78%  b=85.97%  ens=85.96%  best_ens=87.17%@5
  ep  80  R(t)=0.734  a=85.95%  b=86.05%  ens=86.16%  best_ens=87.17%@5
  ep  85  R(t)=0.734  a=85.97%  b=85.87%  ens=86.12%  best_ens=87.17%@5
  ep  90  R(t)=0.734  a=85.76%  b=85.97%  ens=86.01%  best_ens=87.17%@5
  ep  95  R(t)=0.734  a=85.76%  b=85.86%  ens=86.03%  best_ens=87.17%@5
  ep  99  R(t)=0.734  a=85.79%  b=85.92%  ens=86.01%  best_ens=87.17%@5
  DONE  best_ens=87.17%  saved front_truncation_sev5__S__coteaching__noisy__seed1.json + persample.npz

# exit=0
