# 2026-07-20T12:27:47.302303 | cmd = python /path/to/ciln-workspace/experiments/downstream_multimodal/train_agnews/train_agnews_coteaching.py --setting front_truncation_sev3 --variant S --image-source noisy --seed 1 --gpu 1
[AGN CoT] front_truncation_sev3__S__coteaching__noisy__seed1  gpu=1
  N=50000  tau=17.61%
  ep   0  R(t)=1.000  a=84.38%  b=84.29%  ens=85.20%  best_ens=85.20%@0
  ep   5  R(t)=0.875  a=87.82%  b=87.28%  ens=87.76%  best_ens=87.76%@5
  ep  10  R(t)=0.824  a=87.59%  b=85.92%  ens=87.36%  best_ens=87.88%@6
  ep  15  R(t)=0.824  a=87.41%  b=86.32%  ens=87.25%  best_ens=87.88%@6
  ep  20  R(t)=0.824  a=87.13%  b=87.36%  ens=87.42%  best_ens=87.88%@6
  ep  25  R(t)=0.824  a=87.43%  b=86.84%  ens=87.34%  best_ens=87.88%@6
  ep  30  R(t)=0.824  a=87.21%  b=87.21%  ens=87.61%  best_ens=87.88%@6
  ep  35  R(t)=0.824  a=86.97%  b=87.22%  ens=87.50%  best_ens=87.88%@6
  ep  40  R(t)=0.824  a=87.11%  b=87.26%  ens=87.34%  best_ens=87.88%@6
  ep  45  R(t)=0.824  a=87.08%  b=87.29%  ens=87.29%  best_ens=87.88%@6
  ep  50  R(t)=0.824  a=86.80%  b=87.20%  ens=87.17%  best_ens=87.88%@6
  ep  55  R(t)=0.824  a=86.93%  b=87.36%  ens=87.41%  best_ens=87.88%@6
  ep  60  R(t)=0.824  a=86.88%  b=87.17%  ens=87.16%  best_ens=87.88%@6
  ep  65  R(t)=0.824  a=86.63%  b=87.08%  ens=87.14%  best_ens=87.88%@6
  ep  70  R(t)=0.824  a=86.78%  b=86.89%  ens=86.96%  best_ens=87.88%@6
  ep  75  R(t)=0.824  a=86.62%  b=86.84%  ens=86.92%  best_ens=87.88%@6
  ep  80  R(t)=0.824  a=86.50%  b=86.91%  ens=86.87%  best_ens=87.88%@6
  ep  85  R(t)=0.824  a=86.68%  b=86.72%  ens=86.80%  best_ens=87.88%@6
  ep  90  R(t)=0.824  a=86.68%  b=86.78%  ens=86.83%  best_ens=87.88%@6
  ep  95  R(t)=0.824  a=86.63%  b=86.75%  ens=86.82%  best_ens=87.88%@6
  ep  99  R(t)=0.824  a=86.61%  b=86.76%  ens=86.80%  best_ens=87.88%@6
  DONE  best_ens=87.88%  saved front_truncation_sev3__S__coteaching__noisy__seed1.json + persample.npz

# exit=0
