# 2026-07-19T22:35:08.647739 | cmd = python /path/to/ciln-workspace/experiments/downstream_multimodal/train_agnews/train_agnews_coteaching.py --setting butter_fingers_sev3 --variant C --image-source clean --seed 0 --gpu 1
[AGN CoT] butter_fingers_sev3__C__coteaching__clean__seed0  gpu=1
  N=35066  tau=13.33%
  ep   0  R(t)=1.000  a=82.36%  b=82.53%  ens=83.11%  best_ens=83.11%@0
  ep   5  R(t)=0.906  a=85.43%  b=85.45%  ens=85.75%  best_ens=85.75%@5
  ep  10  R(t)=0.867  a=84.71%  b=85.07%  ens=85.36%  best_ens=85.75%@5
  ep  15  R(t)=0.867  a=83.47%  b=83.80%  ens=84.39%  best_ens=85.75%@5
  ep  20  R(t)=0.867  a=83.43%  b=84.12%  ens=84.47%  best_ens=85.75%@5
  ep  25  R(t)=0.867  a=84.01%  b=84.08%  ens=84.68%  best_ens=85.75%@5
  ep  30  R(t)=0.867  a=83.76%  b=83.95%  ens=84.53%  best_ens=85.75%@5
  ep  35  R(t)=0.867  a=83.67%  b=83.62%  ens=84.01%  best_ens=85.75%@5
  ep  40  R(t)=0.867  a=83.55%  b=83.64%  ens=84.12%  best_ens=85.75%@5
  ep  45  R(t)=0.867  a=83.21%  b=83.13%  ens=83.91%  best_ens=85.75%@5
  ep  50  R(t)=0.867  a=83.67%  b=83.41%  ens=83.95%  best_ens=85.75%@5
  ep  55  R(t)=0.867  a=83.72%  b=83.53%  ens=84.09%  best_ens=85.75%@5
  ep  60  R(t)=0.867  a=83.09%  b=83.37%  ens=83.67%  best_ens=85.75%@5
  ep  65  R(t)=0.867  a=83.64%  b=83.37%  ens=83.67%  best_ens=85.75%@5
  ep  70  R(t)=0.867  a=83.62%  b=83.47%  ens=83.83%  best_ens=85.75%@5
  ep  75  R(t)=0.867  a=83.74%  b=83.30%  ens=83.83%  best_ens=85.75%@5
  ep  80  R(t)=0.867  a=83.55%  b=83.42%  ens=83.82%  best_ens=85.75%@5
  ep  85  R(t)=0.867  a=83.50%  b=83.53%  ens=83.79%  best_ens=85.75%@5
  ep  90  R(t)=0.867  a=83.63%  b=83.54%  ens=83.79%  best_ens=85.75%@5
  ep  95  R(t)=0.867  a=83.59%  b=83.61%  ens=83.76%  best_ens=85.75%@5
  ep  99  R(t)=0.867  a=83.59%  b=83.58%  ens=83.79%  best_ens=85.75%@5
  DONE  best_ens=85.75%  saved butter_fingers_sev3__C__coteaching__clean__seed0.json + persample.npz

# exit=0
