# 2026-07-20T08:29:04.022005 | cmd = python /path/to/ciln-workspace/experiments/downstream_multimodal/train_agnews/train_agnews_coteaching.py --setting front_truncation_sev1 --variant C --image-source clean --seed 1 --gpu 2
[AGN CoT] front_truncation_sev1__C__coteaching__clean__seed1  gpu=2
  N=35066  tau=2.48%
  ep   0  R(t)=1.000  a=83.86%  b=84.04%  ens=84.80%  best_ens=84.80%@0
  ep   5  R(t)=0.982  a=85.78%  b=86.39%  ens=86.53%  best_ens=87.34%@3
  ep  10  R(t)=0.975  a=87.03%  b=86.34%  ens=87.50%  best_ens=87.50%@10
  ep  15  R(t)=0.975  a=86.41%  b=87.04%  ens=87.12%  best_ens=87.67%@11
  ep  20  R(t)=0.975  a=86.36%  b=86.87%  ens=87.00%  best_ens=87.67%@11
  ep  25  R(t)=0.975  a=87.03%  b=86.43%  ens=87.01%  best_ens=87.67%@11
  ep  30  R(t)=0.975  a=86.76%  b=86.42%  ens=86.97%  best_ens=87.67%@11
  ep  35  R(t)=0.975  a=86.50%  b=86.20%  ens=86.71%  best_ens=87.67%@11
  ep  40  R(t)=0.975  a=86.37%  b=86.42%  ens=86.91%  best_ens=87.67%@11
  ep  45  R(t)=0.975  a=86.25%  b=86.41%  ens=86.75%  best_ens=87.67%@11
  ep  50  R(t)=0.975  a=86.49%  b=86.97%  ens=87.11%  best_ens=87.67%@11
  ep  55  R(t)=0.975  a=86.57%  b=86.41%  ens=86.91%  best_ens=87.67%@11
  ep  60  R(t)=0.975  a=86.25%  b=86.37%  ens=86.75%  best_ens=87.67%@11
  ep  65  R(t)=0.975  a=86.36%  b=86.45%  ens=86.67%  best_ens=87.67%@11
  ep  70  R(t)=0.975  a=86.33%  b=86.51%  ens=86.50%  best_ens=87.67%@11
  ep  75  R(t)=0.975  a=86.39%  b=86.45%  ens=86.55%  best_ens=87.67%@11
  ep  80  R(t)=0.975  a=86.32%  b=86.36%  ens=86.55%  best_ens=87.67%@11
  ep  85  R(t)=0.975  a=86.39%  b=86.24%  ens=86.51%  best_ens=87.67%@11
  ep  90  R(t)=0.975  a=86.55%  b=86.16%  ens=86.50%  best_ens=87.67%@11
  ep  95  R(t)=0.975  a=86.53%  b=86.33%  ens=86.58%  best_ens=87.67%@11
  ep  99  R(t)=0.975  a=86.53%  b=86.33%  ens=86.58%  best_ens=87.67%@11
  DONE  best_ens=87.67%  saved front_truncation_sev1__C__coteaching__clean__seed1.json + persample.npz

# exit=0
