# 2026-07-19T15:40:16.986704 | cmd = python /path/to/ciln-workspace/experiments/downstream_multimodal/train_agnews/train_agnews_coteaching.py --setting butter_fingers_sev1 --variant S --image-source noisy --seed 0 --gpu 2
[AGN CoT] butter_fingers_sev1__S__coteaching__noisy__seed0  gpu=2
  N=50000  tau=13.13%
  ep   0  R(t)=1.000  a=85.29%  b=85.04%  ens=85.87%  best_ens=85.87%@0
  ep   5  R(t)=0.907  a=88.96%  b=88.86%  ens=89.34%  best_ens=89.34%@5
  ep  10  R(t)=0.869  a=88.79%  b=89.18%  ens=89.34%  best_ens=89.34%@5
  ep  15  R(t)=0.869  a=88.30%  b=88.70%  ens=88.83%  best_ens=89.34%@5
  ep  20  R(t)=0.869  a=88.68%  b=88.57%  ens=88.99%  best_ens=89.34%@5
  ep  25  R(t)=0.869  a=88.46%  b=88.47%  ens=88.91%  best_ens=89.34%@5
  ep  30  R(t)=0.869  a=88.63%  b=88.78%  ens=89.05%  best_ens=89.34%@5
  ep  35  R(t)=0.869  a=88.30%  b=88.66%  ens=88.72%  best_ens=89.34%@5
  ep  40  R(t)=0.869  a=88.46%  b=88.50%  ens=88.66%  best_ens=89.34%@5
  ep  45  R(t)=0.869  a=88.88%  b=88.62%  ens=88.96%  best_ens=89.34%@5
  ep  50  R(t)=0.869  a=88.75%  b=88.51%  ens=89.07%  best_ens=89.34%@5
  ep  55  R(t)=0.869  a=88.55%  b=88.54%  ens=88.96%  best_ens=89.34%@5
  ep  60  R(t)=0.869  a=88.53%  b=88.79%  ens=88.91%  best_ens=89.34%@5
  ep  65  R(t)=0.869  a=88.76%  b=88.75%  ens=88.89%  best_ens=89.34%@5
  ep  70  R(t)=0.869  a=88.57%  b=88.53%  ens=88.70%  best_ens=89.34%@5
  ep  75  R(t)=0.869  a=88.51%  b=88.70%  ens=88.74%  best_ens=89.34%@5
  ep  80  R(t)=0.869  a=88.59%  b=88.86%  ens=88.84%  best_ens=89.34%@5
  ep  85  R(t)=0.869  a=88.50%  b=88.76%  ens=88.87%  best_ens=89.34%@5
  ep  90  R(t)=0.869  a=88.54%  b=88.89%  ens=88.87%  best_ens=89.34%@5
  ep  95  R(t)=0.869  a=88.55%  b=88.87%  ens=88.78%  best_ens=89.34%@5
  ep  99  R(t)=0.869  a=88.55%  b=88.86%  ens=88.78%  best_ens=89.34%@5
  DONE  best_ens=89.34%  saved butter_fingers_sev1__S__coteaching__noisy__seed0.json + persample.npz

# exit=0
