# 2026-07-19T19:53:33.811448 | cmd = python /path/to/ciln-workspace/experiments/downstream_multimodal/train_agnews/train_agnews_coteaching.py --setting butter_fingers_sev3 --variant S --image-source clean --seed 1 --gpu 2
[AGN CoT] butter_fingers_sev3__S__coteaching__clean__seed1  gpu=2
  N=50000  tau=21.86%
  ep   0  R(t)=1.000  a=82.92%  b=83.09%  ens=83.74%  best_ens=83.74%@0
  ep   5  R(t)=0.845  a=85.51%  b=85.24%  ens=85.84%  best_ens=86.93%@4
  ep  10  R(t)=0.781  a=85.47%  b=85.91%  ens=86.14%  best_ens=86.97%@9
  ep  15  R(t)=0.781  a=85.24%  b=85.28%  ens=85.83%  best_ens=86.97%@9
  ep  20  R(t)=0.781  a=85.39%  b=84.96%  ens=85.32%  best_ens=86.97%@9
  ep  25  R(t)=0.781  a=85.99%  b=86.01%  ens=86.39%  best_ens=86.97%@9
  ep  30  R(t)=0.781  a=85.66%  b=85.38%  ens=85.86%  best_ens=86.97%@9
  ep  35  R(t)=0.781  a=85.28%  b=84.83%  ens=85.42%  best_ens=86.97%@9
  ep  40  R(t)=0.781  a=85.04%  b=85.17%  ens=85.43%  best_ens=86.97%@9
  ep  45  R(t)=0.781  a=85.68%  b=85.04%  ens=85.67%  best_ens=86.97%@9
  ep  50  R(t)=0.781  a=85.30%  b=85.28%  ens=85.39%  best_ens=86.97%@9
  ep  55  R(t)=0.781  a=85.33%  b=84.93%  ens=85.24%  best_ens=86.97%@9
  ep  60  R(t)=0.781  a=85.12%  b=85.12%  ens=85.47%  best_ens=86.97%@9
  ep  65  R(t)=0.781  a=85.39%  b=85.45%  ens=85.70%  best_ens=86.97%@9
  ep  70  R(t)=0.781  a=85.29%  b=84.92%  ens=85.38%  best_ens=86.97%@9
  ep  75  R(t)=0.781  a=85.47%  b=85.01%  ens=85.47%  best_ens=86.97%@9
  ep  80  R(t)=0.781  a=85.28%  b=85.21%  ens=85.68%  best_ens=86.97%@9
  ep  85  R(t)=0.781  a=85.29%  b=85.37%  ens=85.54%  best_ens=86.97%@9
  ep  90  R(t)=0.781  a=85.29%  b=85.29%  ens=85.43%  best_ens=86.97%@9
  ep  95  R(t)=0.781  a=85.37%  b=85.29%  ens=85.45%  best_ens=86.97%@9
  ep  99  R(t)=0.781  a=85.34%  b=85.26%  ens=85.45%  best_ens=86.97%@9
  DONE  best_ens=86.97%  saved butter_fingers_sev3__S__coteaching__clean__seed1.json + persample.npz

# exit=0
