# 2026-07-19T20:35:41.931314 | cmd = python /path/to/ciln-workspace/experiments/downstream_multimodal/train_agnews/train_agnews_coteaching.py --setting butter_fingers_sev3 --variant S --image-source clean --seed 2 --gpu 1
[AGN CoT] butter_fingers_sev3__S__coteaching__clean__seed2  gpu=1
  N=50000  tau=21.63%
  ep   0  R(t)=1.000  a=83.71%  b=83.01%  ens=84.21%  best_ens=84.21%@0
  ep   5  R(t)=0.847  a=86.07%  b=86.07%  ens=86.38%  best_ens=86.89%@3
  ep  10  R(t)=0.784  a=85.86%  b=86.25%  ens=86.42%  best_ens=86.89%@3
  ep  15  R(t)=0.784  a=84.96%  b=85.63%  ens=85.51%  best_ens=86.89%@3
  ep  20  R(t)=0.784  a=85.29%  b=85.64%  ens=85.96%  best_ens=86.89%@3
  ep  25  R(t)=0.784  a=85.18%  b=84.99%  ens=85.50%  best_ens=86.89%@3
  ep  30  R(t)=0.784  a=84.95%  b=84.80%  ens=85.51%  best_ens=86.89%@3
  ep  35  R(t)=0.784  a=85.50%  b=85.36%  ens=85.83%  best_ens=86.89%@3
  ep  40  R(t)=0.784  a=85.34%  b=85.24%  ens=85.68%  best_ens=86.89%@3
  ep  45  R(t)=0.784  a=85.38%  b=85.13%  ens=85.43%  best_ens=86.89%@3
  ep  50  R(t)=0.784  a=84.97%  b=84.63%  ens=85.13%  best_ens=86.89%@3
  ep  55  R(t)=0.784  a=84.74%  b=85.01%  ens=85.28%  best_ens=86.89%@3
  ep  60  R(t)=0.784  a=84.87%  b=85.04%  ens=85.20%  best_ens=86.89%@3
  ep  65  R(t)=0.784  a=84.95%  b=85.13%  ens=85.32%  best_ens=86.89%@3
  ep  70  R(t)=0.784  a=85.33%  b=85.17%  ens=85.43%  best_ens=86.89%@3
  ep  75  R(t)=0.784  a=84.86%  b=85.01%  ens=85.26%  best_ens=86.89%@3
  ep  80  R(t)=0.784  a=84.91%  b=84.95%  ens=85.17%  best_ens=86.89%@3
  ep  85  R(t)=0.784  a=85.01%  b=85.20%  ens=85.39%  best_ens=86.89%@3
  ep  90  R(t)=0.784  a=84.96%  b=85.41%  ens=85.34%  best_ens=86.89%@3
  ep  95  R(t)=0.784  a=85.03%  b=85.41%  ens=85.37%  best_ens=86.89%@3
  ep  99  R(t)=0.784  a=85.05%  b=85.37%  ens=85.43%  best_ens=86.89%@3
  DONE  best_ens=86.89%  saved butter_fingers_sev3__S__coteaching__clean__seed2.json + persample.npz

# exit=0
