# 2026-07-20T18:51:42.442573 | cmd = python /path/to/ciln-workspace/experiments/downstream_multimodal/train_agnews/train_agnews_coteaching.py --setting front_truncation_sev5 --variant C --image-source clean --seed 1 --gpu 2
[AGN CoT] front_truncation_sev5__C__coteaching__clean__seed1  gpu=2
  N=35066  tau=17.73%
  ep   0  R(t)=1.000  a=81.29%  b=80.22%  ens=82.22%  best_ens=82.22%@0
  ep   5  R(t)=0.875  a=83.13%  b=83.61%  ens=83.93%  best_ens=84.91%@2
  ep  10  R(t)=0.823  a=82.22%  b=82.29%  ens=82.71%  best_ens=84.91%@2
  ep  15  R(t)=0.823  a=81.72%  b=82.03%  ens=82.82%  best_ens=84.91%@2
  ep  20  R(t)=0.823  a=81.61%  b=82.17%  ens=82.41%  best_ens=84.91%@2
  ep  25  R(t)=0.823  a=81.64%  b=81.80%  ens=82.38%  best_ens=84.91%@2
  ep  30  R(t)=0.823  a=81.46%  b=82.05%  ens=82.17%  best_ens=84.91%@2
  ep  35  R(t)=0.823  a=81.12%  b=81.32%  ens=81.91%  best_ens=84.91%@2
  ep  40  R(t)=0.823  a=81.30%  b=81.12%  ens=81.51%  best_ens=84.91%@2
  ep  45  R(t)=0.823  a=81.17%  b=81.13%  ens=81.54%  best_ens=84.91%@2
  ep  50  R(t)=0.823  a=81.17%  b=81.37%  ens=81.78%  best_ens=84.91%@2
  ep  55  R(t)=0.823  a=80.93%  b=81.58%  ens=81.68%  best_ens=84.91%@2
  ep  60  R(t)=0.823  a=81.37%  b=81.43%  ens=81.93%  best_ens=84.91%@2
  ep  65  R(t)=0.823  a=81.03%  b=81.83%  ens=81.74%  best_ens=84.91%@2
  ep  70  R(t)=0.823  a=81.07%  b=81.63%  ens=81.88%  best_ens=84.91%@2
  ep  75  R(t)=0.823  a=81.13%  b=81.62%  ens=81.67%  best_ens=84.91%@2
  ep  80  R(t)=0.823  a=81.14%  b=81.55%  ens=81.66%  best_ens=84.91%@2
  ep  85  R(t)=0.823  a=81.21%  b=81.47%  ens=81.80%  best_ens=84.91%@2
  ep  90  R(t)=0.823  a=81.32%  b=81.59%  ens=81.80%  best_ens=84.91%@2
  ep  95  R(t)=0.823  a=81.30%  b=81.70%  ens=81.84%  best_ens=84.91%@2
  ep  99  R(t)=0.823  a=81.34%  b=81.68%  ens=81.84%  best_ens=84.91%@2
  DONE  best_ens=84.91%  saved front_truncation_sev5__C__coteaching__clean__seed1.json + persample.npz

# exit=0
