# 2026-07-20T07:02:12.833209 | cmd = python /path/to/ciln-workspace/experiments/downstream_multimodal/train_agnews/train_agnews_coteaching.py --setting front_truncation_sev1 --variant S --image-source noisy --seed 2 --gpu 2
[AGN CoT] front_truncation_sev1__S__coteaching__noisy__seed2  gpu=2
  N=50000  tau=13.08%
  ep   0  R(t)=1.000  a=85.47%  b=85.24%  ens=85.96%  best_ens=85.96%@0
  ep   5  R(t)=0.907  a=88.51%  b=88.36%  ens=88.71%  best_ens=88.82%@4
  ep  10  R(t)=0.869  a=88.47%  b=88.20%  ens=88.79%  best_ens=88.82%@4
  ep  15  R(t)=0.869  a=88.18%  b=87.92%  ens=88.58%  best_ens=88.82%@4
  ep  20  R(t)=0.869  a=88.12%  b=87.74%  ens=88.13%  best_ens=88.82%@4
  ep  25  R(t)=0.869  a=88.16%  b=87.95%  ens=88.07%  best_ens=88.82%@4
  ep  30  R(t)=0.869  a=87.84%  b=87.82%  ens=87.89%  best_ens=88.82%@4
  ep  35  R(t)=0.869  a=87.97%  b=87.86%  ens=88.21%  best_ens=88.82%@4
  ep  40  R(t)=0.869  a=88.09%  b=87.89%  ens=88.25%  best_ens=88.82%@4
  ep  45  R(t)=0.869  a=88.14%  b=88.17%  ens=88.43%  best_ens=88.82%@4
  ep  50  R(t)=0.869  a=87.79%  b=87.92%  ens=88.05%  best_ens=88.82%@4
  ep  55  R(t)=0.869  a=87.87%  b=88.36%  ens=88.46%  best_ens=88.82%@4
  ep  60  R(t)=0.869  a=87.83%  b=87.88%  ens=88.12%  best_ens=88.82%@4
  ep  65  R(t)=0.869  a=88.01%  b=88.12%  ens=88.32%  best_ens=88.82%@4
  ep  70  R(t)=0.869  a=87.71%  b=87.87%  ens=88.00%  best_ens=88.82%@4
  ep  75  R(t)=0.869  a=88.12%  b=88.12%  ens=88.20%  best_ens=88.82%@4
  ep  80  R(t)=0.869  a=88.04%  b=88.16%  ens=88.17%  best_ens=88.82%@4
  ep  85  R(t)=0.869  a=87.93%  b=88.07%  ens=88.22%  best_ens=88.82%@4
  ep  90  R(t)=0.869  a=87.84%  b=88.16%  ens=88.20%  best_ens=88.82%@4
  ep  95  R(t)=0.869  a=87.88%  b=88.20%  ens=88.22%  best_ens=88.82%@4
  ep  99  R(t)=0.869  a=87.92%  b=88.20%  ens=88.24%  best_ens=88.82%@4
  DONE  best_ens=88.82%  saved front_truncation_sev1__S__coteaching__noisy__seed2.json + persample.npz

# exit=0
