# 2026-07-20T01:36:05.797323 | cmd = python /path/to/ciln-workspace/experiments/downstream_multimodal/train_agnews/train_agnews_coteaching.py --setting butter_fingers_sev5 --variant S --image-source noisy --seed 0 --gpu 2
[AGN CoT] butter_fingers_sev5__S__coteaching__noisy__seed0  gpu=2
  N=50000  tau=46.86%
  ep   0  R(t)=1.000  a=53.20%  b=51.68%  ens=52.71%  best_ens=52.71%@0
  ep   5  R(t)=0.669  a=72.55%  b=72.74%  ens=72.86%  best_ens=75.64%@4
  ep  10  R(t)=0.531  a=72.54%  b=74.91%  ens=73.72%  best_ens=76.97%@9
  ep  15  R(t)=0.531  a=75.63%  b=74.08%  ens=74.87%  best_ens=76.97%@9
  ep  20  R(t)=0.531  a=74.07%  b=71.79%  ens=72.97%  best_ens=76.97%@9
  ep  25  R(t)=0.531  a=73.26%  b=75.46%  ens=74.53%  best_ens=76.97%@9
  ep  30  R(t)=0.531  a=68.16%  b=71.68%  ens=70.20%  best_ens=76.97%@9
  ep  35  R(t)=0.531  a=72.70%  b=75.22%  ens=74.25%  best_ens=76.97%@9
  ep  40  R(t)=0.531  a=69.45%  b=73.01%  ens=71.49%  best_ens=76.97%@9
  ep  45  R(t)=0.531  a=72.11%  b=72.64%  ens=72.63%  best_ens=76.97%@9
  ep  50  R(t)=0.531  a=70.38%  b=73.46%  ens=72.14%  best_ens=76.97%@9
  ep  55  R(t)=0.531  a=71.97%  b=72.07%  ens=72.03%  best_ens=76.97%@9
  ep  60  R(t)=0.531  a=71.07%  b=71.82%  ens=71.55%  best_ens=76.97%@9
  ep  65  R(t)=0.531  a=72.22%  b=71.29%  ens=71.72%  best_ens=76.97%@9
  ep  70  R(t)=0.531  a=70.37%  b=72.24%  ens=71.25%  best_ens=76.97%@9
  ep  75  R(t)=0.531  a=71.34%  b=71.18%  ens=71.38%  best_ens=76.97%@9
  ep  80  R(t)=0.531  a=72.12%  b=72.16%  ens=72.09%  best_ens=76.97%@9
  ep  85  R(t)=0.531  a=71.72%  b=71.86%  ens=71.64%  best_ens=76.97%@9
  ep  90  R(t)=0.531  a=71.86%  b=72.38%  ens=72.18%  best_ens=76.97%@9
  ep  95  R(t)=0.531  a=71.97%  b=72.36%  ens=72.22%  best_ens=76.97%@9
  ep  99  R(t)=0.531  a=71.95%  b=72.25%  ens=72.17%  best_ens=76.97%@9
  DONE  best_ens=76.97%  saved butter_fingers_sev5__S__coteaching__noisy__seed0.json + persample.npz

# exit=0
