# 2026-07-20T19:41:13.601610 | cmd = python /path/to/ciln-workspace/experiments/downstream_multimodal/train_agnews/train_agnews_coteaching.py --setting front_truncation_sev5 --variant C --image-source noisy --seed 2 --gpu 2
[AGN CoT] front_truncation_sev5__C__coteaching__noisy__seed2  gpu=2
  N=35066  tau=17.64%
  ep   0  R(t)=1.000  a=79.24%  b=78.33%  ens=79.89%  best_ens=79.89%@0
  ep   5  R(t)=0.875  a=85.67%  b=85.11%  ens=85.84%  best_ens=86.18%@3
  ep  10  R(t)=0.824  a=84.33%  b=84.83%  ens=85.42%  best_ens=86.18%@3
  ep  15  R(t)=0.824  a=85.47%  b=85.37%  ens=85.87%  best_ens=86.18%@3
  ep  20  R(t)=0.824  a=85.47%  b=85.41%  ens=85.58%  best_ens=86.18%@3
  ep  25  R(t)=0.824  a=85.24%  b=85.33%  ens=85.62%  best_ens=86.18%@3
  ep  30  R(t)=0.824  a=84.66%  b=85.03%  ens=85.26%  best_ens=86.18%@3
  ep  35  R(t)=0.824  a=85.18%  b=84.95%  ens=85.45%  best_ens=86.18%@3
  ep  40  R(t)=0.824  a=85.54%  b=84.84%  ens=85.41%  best_ens=86.18%@3
  ep  45  R(t)=0.824  a=85.12%  b=84.38%  ens=85.16%  best_ens=86.18%@3
  ep  50  R(t)=0.824  a=85.20%  b=84.70%  ens=85.20%  best_ens=86.18%@3
  ep  55  R(t)=0.824  a=85.38%  b=84.78%  ens=85.55%  best_ens=86.18%@3
  ep  60  R(t)=0.824  a=85.07%  b=85.04%  ens=85.47%  best_ens=86.18%@3
  ep  65  R(t)=0.824  a=85.09%  b=85.07%  ens=85.36%  best_ens=86.18%@3
  ep  70  R(t)=0.824  a=84.84%  b=84.75%  ens=84.97%  best_ens=86.18%@3
  ep  75  R(t)=0.824  a=85.21%  b=85.05%  ens=85.43%  best_ens=86.18%@3
  ep  80  R(t)=0.824  a=85.18%  b=84.71%  ens=85.25%  best_ens=86.18%@3
  ep  85  R(t)=0.824  a=85.11%  b=84.95%  ens=85.20%  best_ens=86.18%@3
  ep  90  R(t)=0.824  a=85.07%  b=84.83%  ens=85.28%  best_ens=86.18%@3
  ep  95  R(t)=0.824  a=85.00%  b=84.72%  ens=85.28%  best_ens=86.18%@3
  ep  99  R(t)=0.824  a=85.00%  b=84.74%  ens=85.28%  best_ens=86.18%@3
  DONE  best_ens=86.18%  saved front_truncation_sev5__C__coteaching__noisy__seed2.json + persample.npz

# exit=0
