# 2026-07-20T13:49:25.922728 | cmd = python /path/to/ciln-workspace/experiments/downstream_multimodal/train_agnews/train_agnews_coteaching.py --setting front_truncation_sev3 --variant C --image-source clean --seed 1 --gpu 2
[AGN CoT] front_truncation_sev3__C__coteaching__clean__seed1  gpu=2
  N=35066  tau=7.42%
  ep   0  R(t)=1.000  a=83.75%  b=83.37%  ens=84.46%  best_ens=84.46%@0
  ep   5  R(t)=0.948  a=85.63%  b=85.84%  ens=86.24%  best_ens=86.72%@3
  ep  10  R(t)=0.926  a=84.91%  b=85.03%  ens=85.51%  best_ens=86.72%@3
  ep  15  R(t)=0.926  a=84.86%  b=84.87%  ens=85.39%  best_ens=86.72%@3
  ep  20  R(t)=0.926  a=85.01%  b=84.88%  ens=85.26%  best_ens=86.72%@3
  ep  25  R(t)=0.926  a=84.43%  b=84.43%  ens=85.00%  best_ens=86.72%@3
  ep  30  R(t)=0.926  a=84.38%  b=84.62%  ens=84.93%  best_ens=86.72%@3
  ep  35  R(t)=0.926  a=83.93%  b=84.36%  ens=84.76%  best_ens=86.72%@3
  ep  40  R(t)=0.926  a=84.12%  b=84.49%  ens=84.80%  best_ens=86.72%@3
  ep  45  R(t)=0.926  a=84.08%  b=84.12%  ens=84.58%  best_ens=86.72%@3
  ep  50  R(t)=0.926  a=84.20%  b=84.30%  ens=84.72%  best_ens=86.72%@3
  ep  55  R(t)=0.926  a=84.38%  b=84.58%  ens=85.08%  best_ens=86.72%@3
  ep  60  R(t)=0.926  a=84.38%  b=84.50%  ens=84.63%  best_ens=86.72%@3
  ep  65  R(t)=0.926  a=84.41%  b=84.26%  ens=84.76%  best_ens=86.72%@3
  ep  70  R(t)=0.926  a=84.59%  b=84.30%  ens=84.70%  best_ens=86.72%@3
  ep  75  R(t)=0.926  a=84.51%  b=84.17%  ens=84.83%  best_ens=86.72%@3
  ep  80  R(t)=0.926  a=84.43%  b=84.47%  ens=84.75%  best_ens=86.72%@3
  ep  85  R(t)=0.926  a=84.50%  b=84.29%  ens=84.64%  best_ens=86.72%@3
  ep  90  R(t)=0.926  a=84.62%  b=84.45%  ens=84.67%  best_ens=86.72%@3
  ep  95  R(t)=0.926  a=84.61%  b=84.39%  ens=84.75%  best_ens=86.72%@3
  ep  99  R(t)=0.926  a=84.62%  b=84.39%  ens=84.72%  best_ens=86.72%@3
  DONE  best_ens=86.72%  saved front_truncation_sev3__C__coteaching__clean__seed1.json + persample.npz

# exit=0
