# 2026-07-20T06:27:37.390046 | cmd = python /path/to/ciln-workspace/experiments/downstream_multimodal/train_agnews/train_agnews_coteaching.py --setting front_truncation_sev1 --variant S --image-source clean --seed 2 --gpu 1
[AGN CoT] front_truncation_sev1__S__coteaching__clean__seed2  gpu=1
  N=50000  tau=13.08%
  ep   0  R(t)=1.000  a=85.49%  b=85.49%  ens=86.05%  best_ens=86.05%@0
  ep   5  R(t)=0.907  a=88.43%  b=88.00%  ens=88.47%  best_ens=88.75%@4
  ep  10  R(t)=0.869  a=88.04%  b=87.72%  ens=88.33%  best_ens=88.75%@4
  ep  15  R(t)=0.869  a=87.67%  b=87.22%  ens=87.84%  best_ens=88.75%@4
  ep  20  R(t)=0.869  a=87.80%  b=87.58%  ens=88.03%  best_ens=88.75%@4
  ep  25  R(t)=0.869  a=87.71%  b=87.53%  ens=88.00%  best_ens=88.75%@4
  ep  30  R(t)=0.869  a=87.41%  b=87.14%  ens=87.59%  best_ens=88.75%@4
  ep  35  R(t)=0.869  a=87.46%  b=87.74%  ens=87.92%  best_ens=88.75%@4
  ep  40  R(t)=0.869  a=87.14%  b=87.33%  ens=87.83%  best_ens=88.75%@4
  ep  45  R(t)=0.869  a=87.80%  b=87.49%  ens=87.93%  best_ens=88.75%@4
  ep  50  R(t)=0.869  a=87.33%  b=87.36%  ens=87.66%  best_ens=88.75%@4
  ep  55  R(t)=0.869  a=87.54%  b=87.64%  ens=87.88%  best_ens=88.75%@4
  ep  60  R(t)=0.869  a=87.34%  b=87.50%  ens=87.55%  best_ens=88.75%@4
  ep  65  R(t)=0.869  a=87.46%  b=87.18%  ens=87.59%  best_ens=88.75%@4
  ep  70  R(t)=0.869  a=87.63%  b=87.34%  ens=87.59%  best_ens=88.75%@4
  ep  75  R(t)=0.869  a=87.34%  b=87.64%  ens=87.68%  best_ens=88.75%@4
  ep  80  R(t)=0.869  a=87.53%  b=87.59%  ens=87.67%  best_ens=88.75%@4
  ep  85  R(t)=0.869  a=87.62%  b=87.64%  ens=87.66%  best_ens=88.75%@4
  ep  90  R(t)=0.869  a=87.55%  b=87.61%  ens=87.70%  best_ens=88.75%@4
  ep  95  R(t)=0.869  a=87.61%  b=87.66%  ens=87.74%  best_ens=88.75%@4
  ep  99  R(t)=0.869  a=87.59%  b=87.67%  ens=87.76%  best_ens=88.75%@4
  DONE  best_ens=88.75%  saved front_truncation_sev1__S__coteaching__clean__seed2.json + persample.npz

# exit=0
