# 2026-07-20T04:41:59.659903 | cmd = python /path/to/ciln-workspace/experiments/downstream_multimodal/train_agnews/train_agnews_coteaching.py --setting butter_fingers_sev5 --variant C --image-source noisy --seed 1 --gpu 1
[AGN CoT] butter_fingers_sev5__C__coteaching__noisy__seed1  gpu=1
  N=35066  tau=44.04%
  ep   0  R(t)=1.000  a=51.18%  b=51.47%  ens=51.46%  best_ens=51.46%@0
  ep   5  R(t)=0.689  a=67.26%  b=65.05%  ens=66.26%  best_ens=68.58%@4
  ep  10  R(t)=0.560  a=73.80%  b=74.13%  ens=74.43%  best_ens=74.43%@10
  ep  15  R(t)=0.560  a=70.91%  b=70.63%  ens=70.92%  best_ens=74.43%@10
  ep  20  R(t)=0.560  a=74.59%  b=69.86%  ens=72.39%  best_ens=74.43%@10
  ep  25  R(t)=0.560  a=73.05%  b=70.46%  ens=72.12%  best_ens=74.43%@10
  ep  30  R(t)=0.560  a=72.32%  b=71.14%  ens=72.20%  best_ens=74.43%@10
  ep  35  R(t)=0.560  a=71.91%  b=70.14%  ens=70.89%  best_ens=74.43%@10
  ep  40  R(t)=0.560  a=73.33%  b=70.36%  ens=72.22%  best_ens=74.43%@10
  ep  45  R(t)=0.560  a=73.42%  b=72.64%  ens=73.24%  best_ens=74.43%@10
  ep  50  R(t)=0.560  a=71.79%  b=72.80%  ens=72.47%  best_ens=74.43%@10
  ep  55  R(t)=0.560  a=71.82%  b=71.37%  ens=71.59%  best_ens=74.43%@10
  ep  60  R(t)=0.560  a=72.20%  b=72.75%  ens=72.50%  best_ens=74.43%@10
  ep  65  R(t)=0.560  a=73.03%  b=72.84%  ens=73.04%  best_ens=74.43%@10
  ep  70  R(t)=0.560  a=72.58%  b=71.80%  ens=72.24%  best_ens=74.43%@10
  ep  75  R(t)=0.560  a=72.24%  b=71.62%  ens=72.14%  best_ens=74.43%@10
  ep  80  R(t)=0.560  a=72.39%  b=71.63%  ens=72.11%  best_ens=74.43%@10
  ep  85  R(t)=0.560  a=72.64%  b=71.16%  ens=72.01%  best_ens=74.43%@10
  ep  90  R(t)=0.560  a=72.62%  b=71.86%  ens=72.21%  best_ens=74.43%@10
  ep  95  R(t)=0.560  a=72.25%  b=71.91%  ens=72.21%  best_ens=74.43%@10
  ep  99  R(t)=0.560  a=72.34%  b=71.92%  ens=72.24%  best_ens=74.43%@10
  DONE  best_ens=74.43%  saved butter_fingers_sev5__C__coteaching__noisy__seed1.json + persample.npz

# exit=0
