# 2026-07-19T21:16:14.512140 | cmd = python /path/to/ciln-workspace/experiments/downstream_multimodal/train_agnews/train_agnews_coteaching.py --setting butter_fingers_sev3 --variant S --image-source noisy --seed 1 --gpu 1
[AGN CoT] butter_fingers_sev3__S__coteaching__noisy__seed1  gpu=1
  N=50000  tau=21.86%
  ep   0  R(t)=1.000  a=82.64%  b=81.83%  ens=82.97%  best_ens=82.97%@0
  ep   5  R(t)=0.845  a=86.96%  b=87.01%  ens=87.43%  best_ens=88.11%@4
  ep  10  R(t)=0.781  a=87.51%  b=87.89%  ens=87.87%  best_ens=88.11%@4
  ep  15  R(t)=0.781  a=87.54%  b=87.61%  ens=87.50%  best_ens=88.11%@4
  ep  20  R(t)=0.781  a=87.13%  b=87.58%  ens=87.45%  best_ens=88.11%@4
  ep  25  R(t)=0.781  a=87.28%  b=87.32%  ens=87.45%  best_ens=88.11%@4
  ep  30  R(t)=0.781  a=87.24%  b=87.07%  ens=87.33%  best_ens=88.11%@4
  ep  35  R(t)=0.781  a=87.29%  b=87.22%  ens=87.46%  best_ens=88.11%@4
  ep  40  R(t)=0.781  a=87.64%  b=87.22%  ens=87.62%  best_ens=88.11%@4
  ep  45  R(t)=0.781  a=87.33%  b=87.75%  ens=87.50%  best_ens=88.11%@4
  ep  50  R(t)=0.781  a=87.42%  b=87.18%  ens=87.53%  best_ens=88.11%@4
  ep  55  R(t)=0.781  a=87.17%  b=87.47%  ens=87.51%  best_ens=88.11%@4
  ep  60  R(t)=0.781  a=87.38%  b=87.28%  ens=87.64%  best_ens=88.11%@4
  ep  65  R(t)=0.781  a=87.21%  b=87.13%  ens=87.47%  best_ens=88.11%@4
  ep  70  R(t)=0.781  a=87.49%  b=87.17%  ens=87.51%  best_ens=88.11%@4
  ep  75  R(t)=0.781  a=87.29%  b=87.20%  ens=87.30%  best_ens=88.11%@4
  ep  80  R(t)=0.781  a=87.42%  b=87.21%  ens=87.51%  best_ens=88.11%@4
  ep  85  R(t)=0.781  a=87.51%  b=87.12%  ens=87.42%  best_ens=88.11%@4
  ep  90  R(t)=0.781  a=87.55%  b=87.12%  ens=87.49%  best_ens=88.11%@4
  ep  95  R(t)=0.781  a=87.50%  b=87.12%  ens=87.50%  best_ens=88.11%@4
  ep  99  R(t)=0.781  a=87.51%  b=87.12%  ens=87.47%  best_ens=88.11%@4
  DONE  best_ens=88.11%  saved butter_fingers_sev3__S__coteaching__noisy__seed1.json + persample.npz

# exit=0
