# 2026-07-20T04:15:04.380823 | cmd = python /path/to/ciln-workspace/experiments/downstream_multimodal/train_agnews/train_agnews_coteaching.py --setting butter_fingers_sev5 --variant C --image-source noisy --seed 0 --gpu 2
[AGN CoT] butter_fingers_sev5__C__coteaching__noisy__seed0  gpu=2
  N=35066  tau=43.59%
  ep   0  R(t)=1.000  a=48.30%  b=54.30%  ens=51.16%  best_ens=51.16%@0
  ep   5  R(t)=0.692  a=67.99%  b=69.50%  ens=69.05%  best_ens=69.05%@5
  ep  10  R(t)=0.564  a=74.50%  b=74.33%  ens=74.67%  best_ens=74.67%@10
  ep  15  R(t)=0.564  a=70.82%  b=69.86%  ens=70.29%  best_ens=74.67%@10
  ep  20  R(t)=0.564  a=69.64%  b=68.51%  ens=69.26%  best_ens=74.67%@10
  ep  25  R(t)=0.564  a=69.36%  b=69.32%  ens=69.72%  best_ens=74.67%@10
  ep  30  R(t)=0.564  a=68.51%  b=70.78%  ens=69.55%  best_ens=74.67%@10
  ep  35  R(t)=0.564  a=69.29%  b=71.25%  ens=70.25%  best_ens=74.67%@10
  ep  40  R(t)=0.564  a=71.28%  b=68.50%  ens=70.18%  best_ens=74.67%@10
  ep  45  R(t)=0.564  a=69.00%  b=68.53%  ens=68.95%  best_ens=74.67%@10
  ep  50  R(t)=0.564  a=70.39%  b=69.50%  ens=70.24%  best_ens=74.67%@10
  ep  55  R(t)=0.564  a=66.89%  b=69.07%  ens=68.25%  best_ens=74.67%@10
  ep  60  R(t)=0.564  a=69.43%  b=68.22%  ens=68.92%  best_ens=74.67%@10
  ep  65  R(t)=0.564  a=70.59%  b=69.51%  ens=69.87%  best_ens=74.67%@10
  ep  70  R(t)=0.564  a=71.12%  b=69.38%  ens=70.18%  best_ens=74.67%@10
  ep  75  R(t)=0.564  a=70.17%  b=69.67%  ens=69.96%  best_ens=74.67%@10
  ep  80  R(t)=0.564  a=70.43%  b=69.86%  ens=70.00%  best_ens=74.67%@10
  ep  85  R(t)=0.564  a=70.33%  b=69.97%  ens=69.96%  best_ens=74.67%@10
  ep  90  R(t)=0.564  a=70.29%  b=70.07%  ens=70.14%  best_ens=74.67%@10
  ep  95  R(t)=0.564  a=70.42%  b=70.09%  ens=70.11%  best_ens=74.67%@10
  ep  99  R(t)=0.564  a=70.39%  b=69.97%  ens=70.09%  best_ens=74.67%@10
  DONE  best_ens=74.67%  saved butter_fingers_sev5__C__coteaching__noisy__seed0.json + persample.npz

# exit=0
