# 2026-07-20T19:13:14.762105 | cmd = python /path/to/ciln-workspace/experiments/downstream_multimodal/train_agnews/train_agnews_coteaching.py --setting front_truncation_sev5 --variant C --image-source clean --seed 2 --gpu 1
[AGN CoT] front_truncation_sev5__C__coteaching__clean__seed2  gpu=1
  N=35066  tau=17.64%
  ep   0  R(t)=1.000  a=79.24%  b=78.16%  ens=79.42%  best_ens=79.42%@0
  ep   5  R(t)=0.875  a=83.22%  b=83.78%  ens=84.13%  best_ens=84.96%@3
  ep  10  R(t)=0.824  a=82.63%  b=82.95%  ens=83.54%  best_ens=84.96%@3
  ep  15  R(t)=0.824  a=83.24%  b=82.80%  ens=83.83%  best_ens=84.96%@3
  ep  20  R(t)=0.824  a=82.82%  b=82.59%  ens=83.41%  best_ens=84.96%@3
  ep  25  R(t)=0.824  a=81.88%  b=82.34%  ens=82.62%  best_ens=84.96%@3
  ep  30  R(t)=0.824  a=81.64%  b=81.89%  ens=82.57%  best_ens=84.96%@3
  ep  35  R(t)=0.824  a=81.97%  b=82.16%  ens=82.55%  best_ens=84.96%@3
  ep  40  R(t)=0.824  a=82.33%  b=82.18%  ens=82.72%  best_ens=84.96%@3
  ep  45  R(t)=0.824  a=81.78%  b=81.24%  ens=82.05%  best_ens=84.96%@3
  ep  50  R(t)=0.824  a=81.38%  b=81.17%  ens=81.95%  best_ens=84.96%@3
  ep  55  R(t)=0.824  a=81.66%  b=81.42%  ens=82.16%  best_ens=84.96%@3
  ep  60  R(t)=0.824  a=81.62%  b=81.57%  ens=82.01%  best_ens=84.96%@3
  ep  65  R(t)=0.824  a=81.72%  b=81.28%  ens=81.84%  best_ens=84.96%@3
  ep  70  R(t)=0.824  a=81.63%  b=81.75%  ens=82.09%  best_ens=84.96%@3
  ep  75  R(t)=0.824  a=81.61%  b=81.22%  ens=81.83%  best_ens=84.96%@3
  ep  80  R(t)=0.824  a=81.79%  b=81.66%  ens=82.04%  best_ens=84.96%@3
  ep  85  R(t)=0.824  a=81.84%  b=81.82%  ens=82.26%  best_ens=84.96%@3
  ep  90  R(t)=0.824  a=81.93%  b=81.79%  ens=82.30%  best_ens=84.96%@3
  ep  95  R(t)=0.824  a=81.99%  b=81.87%  ens=82.38%  best_ens=84.96%@3
  ep  99  R(t)=0.824  a=81.97%  b=81.86%  ens=82.39%  best_ens=84.96%@3
  DONE  best_ens=84.96%  saved front_truncation_sev5__C__coteaching__clean__seed2.json + persample.npz

# exit=0
