# 2026-07-20T14:17:47.998015 | cmd = python /path/to/ciln-workspace/experiments/downstream_multimodal/train_agnews/train_agnews_coteaching.py --setting front_truncation_sev3 --variant C --image-source noisy --seed 0 --gpu 2
[AGN CoT] front_truncation_sev3__C__coteaching__noisy__seed0  gpu=2
  N=35066  tau=7.62%
  ep   0  R(t)=1.000  a=80.74%  b=81.08%  ens=81.64%  best_ens=81.64%@0
  ep   5  R(t)=0.946  a=86.86%  b=85.80%  ens=86.99%  best_ens=86.99%@5
  ep  10  R(t)=0.924  a=86.74%  b=86.70%  ens=87.08%  best_ens=87.08%@10
  ep  15  R(t)=0.924  a=86.38%  b=86.25%  ens=86.62%  best_ens=87.08%@10
  ep  20  R(t)=0.924  a=86.21%  b=86.55%  ens=86.72%  best_ens=87.08%@10
  ep  25  R(t)=0.924  a=85.91%  b=86.07%  ens=86.22%  best_ens=87.08%@10
  ep  30  R(t)=0.924  a=85.89%  b=86.24%  ens=86.36%  best_ens=87.08%@10
  ep  35  R(t)=0.924  a=86.12%  b=86.13%  ens=86.66%  best_ens=87.08%@10
  ep  40  R(t)=0.924  a=86.66%  b=85.89%  ens=86.74%  best_ens=87.08%@10
  ep  45  R(t)=0.924  a=86.22%  b=85.87%  ens=86.24%  best_ens=87.08%@10
  ep  50  R(t)=0.924  a=86.62%  b=86.26%  ens=86.49%  best_ens=87.08%@10
  ep  55  R(t)=0.924  a=86.36%  b=86.51%  ens=86.62%  best_ens=87.08%@10
  ep  60  R(t)=0.924  a=86.64%  b=86.47%  ens=86.54%  best_ens=87.08%@10
  ep  65  R(t)=0.924  a=86.47%  b=86.49%  ens=86.64%  best_ens=87.08%@10
  ep  70  R(t)=0.924  a=86.36%  b=86.28%  ens=86.55%  best_ens=87.08%@10
  ep  75  R(t)=0.924  a=86.39%  b=86.38%  ens=86.64%  best_ens=87.08%@10
  ep  80  R(t)=0.924  a=86.24%  b=86.49%  ens=86.59%  best_ens=87.08%@10
  ep  85  R(t)=0.924  a=86.28%  b=86.42%  ens=86.58%  best_ens=87.08%@10
  ep  90  R(t)=0.924  a=86.42%  b=86.53%  ens=86.64%  best_ens=87.08%@10
  ep  95  R(t)=0.924  a=86.42%  b=86.54%  ens=86.63%  best_ens=87.08%@10
  ep  99  R(t)=0.924  a=86.43%  b=86.57%  ens=86.62%  best_ens=87.08%@10
  DONE  best_ens=87.08%  saved front_truncation_sev3__C__coteaching__noisy__seed0.json + persample.npz

# exit=0
