# 2026-07-20T14:49:54.112481 | cmd = python /path/to/ciln-workspace/experiments/downstream_multimodal/train_agnews/train_agnews_coteaching.py --setting front_truncation_sev3 --variant C --image-source noisy --seed 2 --gpu 2
[AGN CoT] front_truncation_sev3__C__coteaching__noisy__seed2  gpu=2
  N=35066  tau=7.59%
  ep   0  R(t)=1.000  a=82.62%  b=82.47%  ens=83.30%  best_ens=83.30%@0
  ep   5  R(t)=0.946  a=86.87%  b=86.55%  ens=87.04%  best_ens=87.04%@5
  ep  10  R(t)=0.924  a=86.71%  b=85.33%  ens=86.43%  best_ens=87.17%@6
  ep  15  R(t)=0.924  a=86.75%  b=86.03%  ens=86.82%  best_ens=87.17%@6
  ep  20  R(t)=0.924  a=86.20%  b=86.04%  ens=86.55%  best_ens=87.17%@6
  ep  25  R(t)=0.924  a=86.66%  b=86.01%  ens=86.76%  best_ens=87.17%@6
  ep  30  R(t)=0.924  a=86.20%  b=85.78%  ens=86.37%  best_ens=87.17%@6
  ep  35  R(t)=0.924  a=86.49%  b=86.33%  ens=86.63%  best_ens=87.17%@6
  ep  40  R(t)=0.924  a=86.26%  b=86.53%  ens=86.68%  best_ens=87.17%@6
  ep  45  R(t)=0.924  a=86.01%  b=86.16%  ens=86.61%  best_ens=87.17%@6
  ep  50  R(t)=0.924  a=86.00%  b=86.14%  ens=86.46%  best_ens=87.17%@6
  ep  55  R(t)=0.924  a=86.37%  b=86.03%  ens=86.47%  best_ens=87.17%@6
  ep  60  R(t)=0.924  a=86.24%  b=85.88%  ens=86.26%  best_ens=87.17%@6
  ep  65  R(t)=0.924  a=86.32%  b=86.18%  ens=86.33%  best_ens=87.17%@6
  ep  70  R(t)=0.924  a=86.39%  b=86.34%  ens=86.50%  best_ens=87.17%@6
  ep  75  R(t)=0.924  a=86.33%  b=86.08%  ens=86.38%  best_ens=87.17%@6
  ep  80  R(t)=0.924  a=86.16%  b=86.01%  ens=86.22%  best_ens=87.17%@6
  ep  85  R(t)=0.924  a=86.07%  b=86.04%  ens=86.20%  best_ens=87.17%@6
  ep  90  R(t)=0.924  a=86.18%  b=85.99%  ens=86.20%  best_ens=87.17%@6
  ep  95  R(t)=0.924  a=86.21%  b=86.03%  ens=86.29%  best_ens=87.17%@6
  ep  99  R(t)=0.924  a=86.20%  b=86.03%  ens=86.26%  best_ens=87.17%@6
  DONE  best_ens=87.17%  saved front_truncation_sev3__C__coteaching__noisy__seed2.json + persample.npz

# exit=0
