# 2026-07-20T03:38:15.966425 | cmd = python /path/to/ciln-workspace/experiments/downstream_multimodal/train_agnews/train_agnews_coteaching.py --setting butter_fingers_sev5 --variant C --image-source clean --seed 0 --gpu 1
[AGN CoT] butter_fingers_sev5__C__coteaching__clean__seed0  gpu=1
  N=35066  tau=43.59%
  ep   0  R(t)=1.000  a=56.72%  b=52.86%  ens=54.78%  best_ens=54.78%@0
  ep   5  R(t)=0.692  a=59.67%  b=58.76%  ens=59.42%  best_ens=68.21%@4
  ep  10  R(t)=0.564  a=61.12%  b=62.72%  ens=62.24%  best_ens=68.21%@4
  ep  15  R(t)=0.564  a=62.43%  b=63.20%  ens=63.04%  best_ens=68.21%@4
  ep  20  R(t)=0.564  a=62.09%  b=62.78%  ens=62.53%  best_ens=68.21%@4
  ep  25  R(t)=0.564  a=60.58%  b=61.14%  ens=61.14%  best_ens=68.21%@4
  ep  30  R(t)=0.564  a=62.43%  b=62.74%  ens=62.70%  best_ens=68.21%@4
  ep  35  R(t)=0.564  a=62.26%  b=62.93%  ens=63.11%  best_ens=68.21%@4
  ep  40  R(t)=0.564  a=62.26%  b=61.87%  ens=62.12%  best_ens=68.21%@4
  ep  45  R(t)=0.564  a=60.70%  b=61.14%  ens=61.00%  best_ens=68.21%@4
  ep  50  R(t)=0.564  a=60.13%  b=61.91%  ens=60.97%  best_ens=68.21%@4
  ep  55  R(t)=0.564  a=60.18%  b=60.97%  ens=60.42%  best_ens=68.21%@4
  ep  60  R(t)=0.564  a=62.18%  b=62.93%  ens=62.62%  best_ens=68.21%@4
  ep  65  R(t)=0.564  a=62.30%  b=61.67%  ens=62.26%  best_ens=68.21%@4
  ep  70  R(t)=0.564  a=61.89%  b=61.16%  ens=61.57%  best_ens=68.21%@4
  ep  75  R(t)=0.564  a=61.30%  b=61.58%  ens=61.45%  best_ens=68.21%@4
  ep  80  R(t)=0.564  a=61.21%  b=61.39%  ens=61.28%  best_ens=68.21%@4
  ep  85  R(t)=0.564  a=61.82%  b=61.43%  ens=61.63%  best_ens=68.21%@4
  ep  90  R(t)=0.564  a=61.51%  b=61.49%  ens=61.37%  best_ens=68.21%@4
  ep  95  R(t)=0.564  a=61.75%  b=61.66%  ens=61.63%  best_ens=68.21%@4
  ep  99  R(t)=0.564  a=61.82%  b=61.64%  ens=61.62%  best_ens=68.21%@4
  DONE  best_ens=68.21%  saved butter_fingers_sev5__C__coteaching__clean__seed0.json + persample.npz

# exit=0
