# 2026-07-20T07:02:02.911275 | cmd = python /path/to/ciln-workspace/experiments/downstream_multimodal/train_agnews/train_agnews_coteaching.py --setting front_truncation_sev1 --variant S --image-source noisy --seed 1 --gpu 1
[AGN CoT] front_truncation_sev1__S__coteaching__noisy__seed1  gpu=1
  N=50000  tau=13.13%
  ep   0  R(t)=1.000  a=85.53%  b=85.83%  ens=86.42%  best_ens=86.42%@0
  ep   5  R(t)=0.907  a=88.16%  b=88.75%  ens=88.82%  best_ens=89.04%@3
  ep  10  R(t)=0.869  a=87.99%  b=88.62%  ens=88.74%  best_ens=89.04%@3
  ep  15  R(t)=0.869  a=87.68%  b=88.12%  ens=88.46%  best_ens=89.04%@3
  ep  20  R(t)=0.869  a=88.01%  b=87.50%  ens=88.22%  best_ens=89.04%@3
  ep  25  R(t)=0.869  a=87.46%  b=88.12%  ens=88.13%  best_ens=89.04%@3
  ep  30  R(t)=0.869  a=88.11%  b=87.92%  ens=88.24%  best_ens=89.04%@3
  ep  35  R(t)=0.869  a=88.11%  b=88.08%  ens=88.53%  best_ens=89.04%@3
  ep  40  R(t)=0.869  a=88.12%  b=88.11%  ens=88.49%  best_ens=89.04%@3
  ep  45  R(t)=0.869  a=88.16%  b=87.99%  ens=88.32%  best_ens=89.04%@3
  ep  50  R(t)=0.869  a=87.82%  b=87.74%  ens=87.96%  best_ens=89.04%@3
  ep  55  R(t)=0.869  a=88.04%  b=87.55%  ens=87.97%  best_ens=89.04%@3
  ep  60  R(t)=0.869  a=87.87%  b=87.78%  ens=88.08%  best_ens=89.04%@3
  ep  65  R(t)=0.869  a=87.92%  b=87.95%  ens=88.30%  best_ens=89.04%@3
  ep  70  R(t)=0.869  a=87.86%  b=87.68%  ens=88.00%  best_ens=89.04%@3
  ep  75  R(t)=0.869  a=87.93%  b=87.87%  ens=88.11%  best_ens=89.04%@3
  ep  80  R(t)=0.869  a=88.11%  b=87.80%  ens=88.07%  best_ens=89.04%@3
  ep  85  R(t)=0.869  a=87.86%  b=87.72%  ens=87.99%  best_ens=89.04%@3
  ep  90  R(t)=0.869  a=87.88%  b=87.82%  ens=88.00%  best_ens=89.04%@3
  ep  95  R(t)=0.869  a=87.89%  b=87.70%  ens=88.00%  best_ens=89.04%@3
  ep  99  R(t)=0.869  a=87.92%  b=87.74%  ens=88.01%  best_ens=89.04%@3
  DONE  best_ens=89.04%  saved front_truncation_sev1__S__coteaching__noisy__seed1.json + persample.npz

# exit=0
