# 2026-07-20T10:59:48.683826 | cmd = python /path/to/ciln-workspace/experiments/downstream_multimodal/train_agnews/train_agnews_coteaching.py --setting front_truncation_sev3 --variant S --image-source clean --seed 0 --gpu 1
[AGN CoT] front_truncation_sev3__S__coteaching__clean__seed0  gpu=1
  N=50000  tau=17.50%
  ep   0  R(t)=1.000  a=85.04%  b=84.71%  ens=85.61%  best_ens=85.61%@0
  ep   5  R(t)=0.876  a=86.93%  b=86.75%  ens=87.17%  best_ens=87.38%@3
  ep  10  R(t)=0.825  a=86.45%  b=86.26%  ens=86.82%  best_ens=87.38%@3
  ep  15  R(t)=0.825  a=86.64%  b=86.64%  ens=86.96%  best_ens=87.38%@3
  ep  20  R(t)=0.825  a=86.57%  b=86.57%  ens=86.91%  best_ens=87.38%@3
  ep  25  R(t)=0.825  a=86.17%  b=86.22%  ens=86.67%  best_ens=87.38%@3
  ep  30  R(t)=0.825  a=86.12%  b=86.30%  ens=86.50%  best_ens=87.38%@3
  ep  35  R(t)=0.825  a=86.22%  b=85.92%  ens=86.41%  best_ens=87.38%@3
  ep  40  R(t)=0.825  a=85.89%  b=85.99%  ens=86.45%  best_ens=87.38%@3
  ep  45  R(t)=0.825  a=86.14%  b=86.18%  ens=86.53%  best_ens=87.38%@3
  ep  50  R(t)=0.825  a=86.12%  b=85.82%  ens=86.29%  best_ens=87.38%@3
  ep  55  R(t)=0.825  a=85.96%  b=86.07%  ens=86.24%  best_ens=87.38%@3
  ep  60  R(t)=0.825  a=85.91%  b=86.08%  ens=86.26%  best_ens=87.38%@3
  ep  65  R(t)=0.825  a=86.05%  b=86.04%  ens=86.36%  best_ens=87.38%@3
  ep  70  R(t)=0.825  a=86.09%  b=86.42%  ens=86.49%  best_ens=87.38%@3
  ep  75  R(t)=0.825  a=86.11%  b=86.18%  ens=86.21%  best_ens=87.38%@3
  ep  80  R(t)=0.825  a=86.00%  b=86.26%  ens=86.26%  best_ens=87.38%@3
  ep  85  R(t)=0.825  a=86.05%  b=86.36%  ens=86.38%  best_ens=87.38%@3
  ep  90  R(t)=0.825  a=86.05%  b=86.38%  ens=86.32%  best_ens=87.38%@3
  ep  95  R(t)=0.825  a=86.16%  b=86.29%  ens=86.34%  best_ens=87.38%@3
  ep  99  R(t)=0.825  a=86.17%  b=86.32%  ens=86.34%  best_ens=87.38%@3
  DONE  best_ens=87.38%  saved front_truncation_sev3__S__coteaching__clean__seed0.json + persample.npz

# exit=0
