# 2026-07-19T15:01:17.362709 | cmd = python /path/to/ciln-workspace/experiments/downstream_multimodal/train_agnews/train_agnews_coteaching.py --setting butter_fingers_sev1 --variant S --image-source clean --seed 1 --gpu 2
[AGN CoT] butter_fingers_sev1__S__coteaching__clean__seed1  gpu=2
  N=50000  tau=13.05%
  ep   0  R(t)=1.000  a=84.50%  b=85.58%  ens=85.87%  best_ens=85.87%@0
  ep   5  R(t)=0.908  a=87.76%  b=87.89%  ens=88.22%  best_ens=88.54%@2
  ep  10  R(t)=0.870  a=87.82%  b=88.18%  ens=88.42%  best_ens=88.62%@7
  ep  15  R(t)=0.870  a=87.72%  b=88.20%  ens=88.46%  best_ens=88.62%@7
  ep  20  R(t)=0.870  a=87.89%  b=87.95%  ens=88.33%  best_ens=88.62%@7
  ep  25  R(t)=0.870  a=87.92%  b=87.87%  ens=88.34%  best_ens=88.62%@7
  ep  30  R(t)=0.870  a=87.82%  b=87.99%  ens=88.20%  best_ens=88.62%@7
  ep  35  R(t)=0.870  a=87.84%  b=87.79%  ens=88.07%  best_ens=88.62%@7
  ep  40  R(t)=0.870  a=87.46%  b=87.84%  ens=87.99%  best_ens=88.62%@7
  ep  45  R(t)=0.870  a=87.93%  b=88.05%  ens=88.32%  best_ens=88.62%@7
  ep  50  R(t)=0.870  a=87.38%  b=87.99%  ens=88.04%  best_ens=88.62%@7
  ep  55  R(t)=0.870  a=87.51%  b=87.91%  ens=88.00%  best_ens=88.62%@7
  ep  60  R(t)=0.870  a=87.62%  b=87.72%  ens=87.88%  best_ens=88.62%@7
  ep  65  R(t)=0.870  a=87.51%  b=87.64%  ens=87.99%  best_ens=88.62%@7
  ep  70  R(t)=0.870  a=87.59%  b=87.75%  ens=87.89%  best_ens=88.62%@7
  ep  75  R(t)=0.870  a=87.55%  b=87.79%  ens=87.87%  best_ens=88.62%@7
  ep  80  R(t)=0.870  a=87.55%  b=87.88%  ens=87.93%  best_ens=88.62%@7
  ep  85  R(t)=0.870  a=87.63%  b=87.71%  ens=87.91%  best_ens=88.62%@7
  ep  90  R(t)=0.870  a=87.72%  b=87.72%  ens=87.97%  best_ens=88.62%@7
  ep  95  R(t)=0.870  a=87.66%  b=87.72%  ens=87.92%  best_ens=88.62%@7
  ep  99  R(t)=0.870  a=87.67%  b=87.76%  ens=87.96%  best_ens=88.62%@7
  DONE  best_ens=88.62%  saved butter_fingers_sev1__S__coteaching__clean__seed1.json + persample.npz

# exit=0
