# 2026-07-20T05:52:53.057939 | cmd = python /path/to/ciln-workspace/experiments/downstream_multimodal/train_agnews/train_agnews_coteaching.py --setting front_truncation_sev1 --variant S --image-source clean --seed 0 --gpu 1
[AGN CoT] front_truncation_sev1__S__coteaching__clean__seed0  gpu=1
  N=50000  tau=13.13%
  ep   0  R(t)=1.000  a=85.51%  b=85.66%  ens=86.46%  best_ens=86.46%@0
  ep   5  R(t)=0.907  a=88.33%  b=88.62%  ens=88.91%  best_ens=88.91%@5
  ep  10  R(t)=0.869  a=87.96%  b=87.64%  ens=88.36%  best_ens=88.91%@5
  ep  15  R(t)=0.869  a=87.79%  b=88.11%  ens=88.45%  best_ens=88.91%@5
  ep  20  R(t)=0.869  a=87.96%  b=87.88%  ens=88.45%  best_ens=88.91%@5
  ep  25  R(t)=0.869  a=87.79%  b=87.53%  ens=88.08%  best_ens=88.91%@5
  ep  30  R(t)=0.869  a=88.05%  b=88.09%  ens=88.66%  best_ens=88.91%@5
  ep  35  R(t)=0.869  a=88.05%  b=87.66%  ens=88.14%  best_ens=88.91%@5
  ep  40  R(t)=0.869  a=87.84%  b=87.76%  ens=88.11%  best_ens=88.91%@5
  ep  45  R(t)=0.869  a=88.20%  b=87.67%  ens=88.30%  best_ens=88.91%@5
  ep  50  R(t)=0.869  a=87.88%  b=87.88%  ens=88.25%  best_ens=88.91%@5
  ep  55  R(t)=0.869  a=87.86%  b=87.88%  ens=88.32%  best_ens=88.91%@5
  ep  60  R(t)=0.869  a=87.83%  b=87.62%  ens=87.89%  best_ens=88.91%@5
  ep  65  R(t)=0.869  a=87.71%  b=87.78%  ens=87.93%  best_ens=88.91%@5
  ep  70  R(t)=0.869  a=87.79%  b=87.70%  ens=87.99%  best_ens=88.91%@5
  ep  75  R(t)=0.869  a=87.74%  b=87.87%  ens=87.92%  best_ens=88.91%@5
  ep  80  R(t)=0.869  a=88.00%  b=88.14%  ens=88.16%  best_ens=88.91%@5
  ep  85  R(t)=0.869  a=87.71%  b=87.71%  ens=87.95%  best_ens=88.91%@5
  ep  90  R(t)=0.869  a=87.78%  b=87.86%  ens=88.04%  best_ens=88.91%@5
  ep  95  R(t)=0.869  a=87.72%  b=87.79%  ens=87.96%  best_ens=88.91%@5
  ep  99  R(t)=0.869  a=87.74%  b=87.79%  ens=87.99%  best_ens=88.91%@5
  DONE  best_ens=88.91%  saved front_truncation_sev1__S__coteaching__clean__seed0.json + persample.npz

# exit=0
