# 2026-07-19T23:30:02.093615 | cmd = python /path/to/ciln-workspace/experiments/downstream_multimodal/train_agnews/train_agnews_coteaching.py --setting butter_fingers_sev3 --variant C --image-source noisy --seed 1 --gpu 2
[AGN CoT] butter_fingers_sev3__C__coteaching__noisy__seed1  gpu=2
  N=35066  tau=13.05%
  ep   0  R(t)=1.000  a=78.51%  b=77.97%  ens=79.16%  best_ens=79.16%@0
  ep   5  R(t)=0.908  a=86.58%  b=86.66%  ens=86.78%  best_ens=86.86%@4
  ep  10  R(t)=0.869  a=86.22%  b=86.67%  ens=86.97%  best_ens=87.43%@6
  ep  15  R(t)=0.869  a=86.84%  b=87.22%  ens=87.34%  best_ens=87.55%@12
  ep  20  R(t)=0.869  a=86.70%  b=87.05%  ens=87.05%  best_ens=87.55%@12
  ep  25  R(t)=0.869  a=86.68%  b=86.84%  ens=87.18%  best_ens=87.55%@12
  ep  30  R(t)=0.869  a=86.80%  b=86.82%  ens=87.20%  best_ens=87.55%@12
  ep  35  R(t)=0.869  a=87.14%  b=86.87%  ens=87.25%  best_ens=87.55%@12
  ep  40  R(t)=0.869  a=87.04%  b=86.92%  ens=87.34%  best_ens=87.55%@12
  ep  45  R(t)=0.869  a=86.33%  b=86.62%  ens=86.79%  best_ens=87.55%@12
  ep  50  R(t)=0.869  a=86.78%  b=86.86%  ens=87.03%  best_ens=87.55%@12
  ep  55  R(t)=0.869  a=86.25%  b=86.51%  ens=86.71%  best_ens=87.55%@12
  ep  60  R(t)=0.869  a=86.64%  b=86.63%  ens=86.97%  best_ens=87.55%@12
  ep  65  R(t)=0.869  a=86.49%  b=86.54%  ens=86.92%  best_ens=87.55%@12
  ep  70  R(t)=0.869  a=86.47%  b=86.38%  ens=86.61%  best_ens=87.55%@12
  ep  75  R(t)=0.869  a=86.61%  b=86.42%  ens=86.62%  best_ens=87.55%@12
  ep  80  R(t)=0.869  a=86.43%  b=86.46%  ens=86.66%  best_ens=87.55%@12
  ep  85  R(t)=0.869  a=86.54%  b=86.18%  ens=86.64%  best_ens=87.55%@12
  ep  90  R(t)=0.869  a=86.53%  b=86.16%  ens=86.58%  best_ens=87.55%@12
  ep  95  R(t)=0.869  a=86.46%  b=86.24%  ens=86.55%  best_ens=87.55%@12
  ep  99  R(t)=0.869  a=86.49%  b=86.28%  ens=86.55%  best_ens=87.55%@12
  DONE  best_ens=87.55%  saved butter_fingers_sev3__C__coteaching__noisy__seed1.json + persample.npz

# exit=0
