# 2026-07-20T00:54:41.242530 | cmd = python /path/to/ciln-workspace/experiments/downstream_multimodal/train_agnews/train_agnews_coteaching.py --setting butter_fingers_sev5 --variant S --image-source clean --seed 0 --gpu 1
[AGN CoT] butter_fingers_sev5__S__coteaching__clean__seed0  gpu=1
  N=50000  tau=46.86%
  ep   0  R(t)=1.000  a=48.59%  b=46.62%  ens=47.74%  best_ens=47.74%@0
  ep   5  R(t)=0.669  a=60.86%  b=62.64%  ens=61.89%  best_ens=63.16%@1
  ep  10  R(t)=0.531  a=60.13%  b=57.72%  ens=59.11%  best_ens=65.63%@6
  ep  15  R(t)=0.531  a=61.95%  b=62.45%  ens=62.26%  best_ens=65.63%@6
  ep  20  R(t)=0.531  a=65.39%  b=64.62%  ens=65.28%  best_ens=65.63%@6
  ep  25  R(t)=0.531  a=60.47%  b=62.12%  ens=61.46%  best_ens=65.63%@6
  ep  30  R(t)=0.531  a=61.42%  b=60.34%  ens=60.82%  best_ens=65.63%@6
  ep  35  R(t)=0.531  a=61.80%  b=61.95%  ens=61.78%  best_ens=65.63%@6
  ep  40  R(t)=0.531  a=61.09%  b=60.21%  ens=61.08%  best_ens=65.63%@6
  ep  45  R(t)=0.531  a=60.91%  b=61.89%  ens=61.50%  best_ens=65.63%@6
  ep  50  R(t)=0.531  a=61.63%  b=61.86%  ens=61.88%  best_ens=65.63%@6
  ep  55  R(t)=0.531  a=61.36%  b=61.12%  ens=61.00%  best_ens=65.63%@6
  ep  60  R(t)=0.531  a=61.51%  b=61.36%  ens=61.54%  best_ens=65.63%@6
  ep  65  R(t)=0.531  a=62.46%  b=61.43%  ens=61.99%  best_ens=65.63%@6
  ep  70  R(t)=0.531  a=60.82%  b=60.59%  ens=60.70%  best_ens=65.63%@6
  ep  75  R(t)=0.531  a=60.64%  b=60.42%  ens=60.78%  best_ens=65.63%@6
  ep  80  R(t)=0.531  a=60.33%  b=61.32%  ens=61.00%  best_ens=65.63%@6
  ep  85  R(t)=0.531  a=61.30%  b=61.63%  ens=61.47%  best_ens=65.63%@6
  ep  90  R(t)=0.531  a=61.22%  b=61.54%  ens=61.37%  best_ens=65.63%@6
  ep  95  R(t)=0.531  a=61.08%  b=61.36%  ens=61.14%  best_ens=65.63%@6
  ep  99  R(t)=0.531  a=61.09%  b=61.49%  ens=61.21%  best_ens=65.63%@6
  DONE  best_ens=65.63%  saved butter_fingers_sev5__S__coteaching__clean__seed0.json + persample.npz

# exit=0
