# 2026-07-20T14:49:50.303197 | cmd = python /path/to/ciln-workspace/experiments/downstream_multimodal/train_agnews/train_agnews_coteaching.py --setting front_truncation_sev3 --variant C --image-source noisy --seed 1 --gpu 1
[AGN CoT] front_truncation_sev3__C__coteaching__noisy__seed1  gpu=1
  N=35066  tau=7.42%
  ep   0  R(t)=1.000  a=83.54%  b=83.29%  ens=84.32%  best_ens=84.32%@0
  ep   5  R(t)=0.948  a=87.21%  b=86.46%  ens=87.39%  best_ens=87.39%@5
  ep  10  R(t)=0.926  a=86.08%  b=86.07%  ens=86.50%  best_ens=87.39%@5
  ep  15  R(t)=0.926  a=86.18%  b=86.42%  ens=86.55%  best_ens=87.39%@5
  ep  20  R(t)=0.926  a=86.13%  b=86.54%  ens=86.83%  best_ens=87.39%@5
  ep  25  R(t)=0.926  a=86.16%  b=86.41%  ens=86.72%  best_ens=87.39%@5
  ep  30  R(t)=0.926  a=85.74%  b=85.74%  ens=86.01%  best_ens=87.39%@5
  ep  35  R(t)=0.926  a=85.97%  b=86.17%  ens=86.11%  best_ens=87.39%@5
  ep  40  R(t)=0.926  a=86.12%  b=85.78%  ens=86.26%  best_ens=87.39%@5
  ep  45  R(t)=0.926  a=86.00%  b=86.37%  ens=86.46%  best_ens=87.39%@5
  ep  50  R(t)=0.926  a=86.16%  b=86.11%  ens=86.29%  best_ens=87.39%@5
  ep  55  R(t)=0.926  a=86.12%  b=86.32%  ens=86.30%  best_ens=87.39%@5
  ep  60  R(t)=0.926  a=86.07%  b=85.75%  ens=86.01%  best_ens=87.39%@5
  ep  65  R(t)=0.926  a=86.25%  b=86.03%  ens=86.42%  best_ens=87.39%@5
  ep  70  R(t)=0.926  a=86.18%  b=85.87%  ens=86.28%  best_ens=87.39%@5
  ep  75  R(t)=0.926  a=85.96%  b=86.03%  ens=86.21%  best_ens=87.39%@5
  ep  80  R(t)=0.926  a=86.01%  b=86.07%  ens=86.07%  best_ens=87.39%@5
  ep  85  R(t)=0.926  a=86.04%  b=85.96%  ens=86.12%  best_ens=87.39%@5
  ep  90  R(t)=0.926  a=86.00%  b=86.01%  ens=86.03%  best_ens=87.39%@5
  ep  95  R(t)=0.926  a=86.04%  b=86.05%  ens=86.18%  best_ens=87.39%@5
  ep  99  R(t)=0.926  a=86.05%  b=86.07%  ens=86.17%  best_ens=87.39%@5
  DONE  best_ens=87.39%  saved front_truncation_sev3__C__coteaching__noisy__seed1.json + persample.npz

# exit=0
