# 2026-07-20T08:28:58.559293 | cmd = python /path/to/ciln-workspace/experiments/downstream_multimodal/train_agnews/train_agnews_coteaching.py --setting front_truncation_sev1 --variant C --image-source clean --seed 0 --gpu 1
[AGN CoT] front_truncation_sev1__C__coteaching__clean__seed0  gpu=1
  N=35066  tau=2.47%
  ep   0  R(t)=1.000  a=83.30%  b=83.57%  ens=84.37%  best_ens=84.37%@0
  ep   5  R(t)=0.983  a=86.92%  b=86.66%  ens=87.20%  best_ens=87.20%@5
  ep  10  R(t)=0.975  a=86.74%  b=86.57%  ens=86.72%  best_ens=87.28%@6
  ep  15  R(t)=0.975  a=87.11%  b=86.68%  ens=87.29%  best_ens=87.29%@15
  ep  20  R(t)=0.975  a=86.34%  b=86.41%  ens=86.72%  best_ens=87.29%@15
  ep  25  R(t)=0.975  a=86.46%  b=86.25%  ens=86.92%  best_ens=87.29%@15
  ep  30  R(t)=0.975  a=85.82%  b=86.07%  ens=86.42%  best_ens=87.29%@15
  ep  35  R(t)=0.975  a=86.58%  b=86.64%  ens=86.97%  best_ens=87.29%@15
  ep  40  R(t)=0.975  a=86.36%  b=86.07%  ens=86.54%  best_ens=87.29%@15
  ep  45  R(t)=0.975  a=86.14%  b=86.17%  ens=86.45%  best_ens=87.29%@15
  ep  50  R(t)=0.975  a=86.76%  b=86.20%  ens=86.63%  best_ens=87.29%@15
  ep  55  R(t)=0.975  a=86.41%  b=86.08%  ens=86.68%  best_ens=87.29%@15
  ep  60  R(t)=0.975  a=86.08%  b=86.03%  ens=86.46%  best_ens=87.29%@15
  ep  65  R(t)=0.975  a=86.49%  b=86.50%  ens=86.78%  best_ens=87.29%@15
  ep  70  R(t)=0.975  a=86.58%  b=86.20%  ens=86.67%  best_ens=87.29%@15
  ep  75  R(t)=0.975  a=86.66%  b=86.49%  ens=86.66%  best_ens=87.29%@15
  ep  80  R(t)=0.975  a=86.62%  b=86.37%  ens=86.63%  best_ens=87.29%@15
  ep  85  R(t)=0.975  a=86.39%  b=86.39%  ens=86.62%  best_ens=87.29%@15
  ep  90  R(t)=0.975  a=86.58%  b=86.28%  ens=86.66%  best_ens=87.29%@15
  ep  95  R(t)=0.975  a=86.59%  b=86.36%  ens=86.68%  best_ens=87.29%@15
  ep  99  R(t)=0.975  a=86.57%  b=86.30%  ens=86.66%  best_ens=87.29%@15
  DONE  best_ens=87.29%  saved front_truncation_sev1__C__coteaching__clean__seed0.json + persample.npz

# exit=0
