# 2026-07-20T16:54:35.439722 | cmd = python /path/to/ciln-workspace/experiments/downstream_multimodal/train_agnews/train_agnews_coteaching.py --setting front_truncation_sev5 --variant S --image-source noisy --seed 0 --gpu 2
[AGN CoT] front_truncation_sev5__S__coteaching__noisy__seed0  gpu=2
  N=50000  tau=26.38%
  ep   0  R(t)=1.000  a=83.49%  b=82.20%  ens=84.25%  best_ens=84.25%@0
  ep   5  R(t)=0.813  a=86.42%  b=87.28%  ens=87.28%  best_ens=87.28%@5
  ep  10  R(t)=0.736  a=86.07%  b=85.14%  ens=85.95%  best_ens=87.28%@5
  ep  15  R(t)=0.736  a=86.01%  b=86.43%  ens=86.55%  best_ens=87.28%@5
  ep  20  R(t)=0.736  a=85.58%  b=86.09%  ens=86.43%  best_ens=87.28%@5
  ep  25  R(t)=0.736  a=86.22%  b=86.32%  ens=86.62%  best_ens=87.28%@5
  ep  30  R(t)=0.736  a=86.33%  b=86.21%  ens=86.34%  best_ens=87.28%@5
  ep  35  R(t)=0.736  a=85.80%  b=86.14%  ens=86.22%  best_ens=87.28%@5
  ep  40  R(t)=0.736  a=86.08%  b=85.99%  ens=86.28%  best_ens=87.28%@5
  ep  45  R(t)=0.736  a=86.18%  b=86.03%  ens=86.30%  best_ens=87.28%@5
  ep  50  R(t)=0.736  a=86.13%  b=85.84%  ens=86.18%  best_ens=87.28%@5
  ep  55  R(t)=0.736  a=85.79%  b=86.03%  ens=86.13%  best_ens=87.28%@5
  ep  60  R(t)=0.736  a=85.75%  b=86.03%  ens=86.03%  best_ens=87.28%@5
  ep  65  R(t)=0.736  a=85.50%  b=86.01%  ens=85.99%  best_ens=87.28%@5
  ep  70  R(t)=0.736  a=86.03%  b=86.11%  ens=86.24%  best_ens=87.28%@5
  ep  75  R(t)=0.736  a=86.05%  b=85.88%  ens=85.96%  best_ens=87.28%@5
  ep  80  R(t)=0.736  a=85.95%  b=86.08%  ens=86.14%  best_ens=87.28%@5
  ep  85  R(t)=0.736  a=86.12%  b=86.17%  ens=86.18%  best_ens=87.28%@5
  ep  90  R(t)=0.736  a=86.03%  b=86.00%  ens=86.12%  best_ens=87.28%@5
  ep  95  R(t)=0.736  a=86.14%  b=86.07%  ens=86.13%  best_ens=87.28%@5
  ep  99  R(t)=0.736  a=86.14%  b=86.04%  ens=86.16%  best_ens=87.28%@5
  DONE  best_ens=87.28%  saved front_truncation_sev5__S__coteaching__noisy__seed0.json + persample.npz

# exit=0
