# 2026-07-20T02:14:18.586716 | cmd = python /path/to/ciln-workspace/experiments/downstream_multimodal/train_agnews/train_agnews_coteaching.py --setting butter_fingers_sev5 --variant S --image-source noisy --seed 2 --gpu 2
[AGN CoT] butter_fingers_sev5__S__coteaching__noisy__seed2  gpu=2
  N=50000  tau=46.19%
  ep   0  R(t)=1.000  a=48.84%  b=48.28%  ens=48.67%  best_ens=48.67%@0
  ep   5  R(t)=0.673  a=70.45%  b=71.08%  ens=70.78%  best_ens=72.75%@4
  ep  10  R(t)=0.538  a=72.91%  b=75.83%  ens=74.80%  best_ens=77.28%@8
  ep  15  R(t)=0.538  a=76.04%  b=76.55%  ens=76.54%  best_ens=77.84%@11
  ep  20  R(t)=0.538  a=77.17%  b=75.59%  ens=76.59%  best_ens=77.84%@11
  ep  25  R(t)=0.538  a=73.62%  b=76.28%  ens=75.32%  best_ens=77.84%@11
  ep  30  R(t)=0.538  a=75.38%  b=74.70%  ens=75.08%  best_ens=77.84%@11
  ep  35  R(t)=0.538  a=76.71%  b=74.76%  ens=76.05%  best_ens=77.84%@11
  ep  40  R(t)=0.538  a=73.00%  b=74.72%  ens=74.21%  best_ens=77.84%@11
  ep  45  R(t)=0.538  a=73.72%  b=72.89%  ens=73.61%  best_ens=77.84%@11
  ep  50  R(t)=0.538  a=73.83%  b=74.30%  ens=74.07%  best_ens=77.84%@11
  ep  55  R(t)=0.538  a=73.47%  b=75.26%  ens=74.57%  best_ens=77.84%@11
  ep  60  R(t)=0.538  a=74.00%  b=74.16%  ens=74.04%  best_ens=77.84%@11
  ep  65  R(t)=0.538  a=73.76%  b=74.17%  ens=74.00%  best_ens=77.84%@11
  ep  70  R(t)=0.538  a=74.46%  b=74.72%  ens=74.45%  best_ens=77.84%@11
  ep  75  R(t)=0.538  a=74.57%  b=74.25%  ens=74.30%  best_ens=77.84%@11
  ep  80  R(t)=0.538  a=74.24%  b=74.38%  ens=74.21%  best_ens=77.84%@11
  ep  85  R(t)=0.538  a=74.87%  b=74.51%  ens=74.71%  best_ens=77.84%@11
  ep  90  R(t)=0.538  a=74.63%  b=74.53%  ens=74.42%  best_ens=77.84%@11
  ep  95  R(t)=0.538  a=74.71%  b=74.59%  ens=74.58%  best_ens=77.84%@11
  ep  99  R(t)=0.538  a=74.76%  b=74.58%  ens=74.57%  best_ens=77.84%@11
  DONE  best_ens=77.84%  saved butter_fingers_sev5__S__coteaching__noisy__seed2.json + persample.npz

# exit=0
