# 2026-07-20T11:43:27.388286 | cmd = python /path/to/ciln-workspace/experiments/downstream_multimodal/train_agnews/train_agnews_coteaching.py --setting front_truncation_sev3 --variant S --image-source noisy --seed 0 --gpu 2
[AGN CoT] front_truncation_sev3__S__coteaching__noisy__seed0  gpu=2
  N=50000  tau=17.50%
  ep   0  R(t)=1.000  a=84.93%  b=84.50%  ens=85.64%  best_ens=85.64%@0
  ep   5  R(t)=0.876  a=87.34%  b=87.83%  ens=88.07%  best_ens=88.25%@4
  ep  10  R(t)=0.825  a=87.78%  b=87.01%  ens=87.61%  best_ens=88.29%@6
  ep  15  R(t)=0.825  a=87.38%  b=86.91%  ens=87.33%  best_ens=88.29%@6
  ep  20  R(t)=0.825  a=87.26%  b=87.25%  ens=87.46%  best_ens=88.29%@6
  ep  25  R(t)=0.825  a=87.49%  b=86.78%  ens=87.49%  best_ens=88.29%@6
  ep  30  R(t)=0.825  a=87.28%  b=87.37%  ens=87.71%  best_ens=88.29%@6
  ep  35  R(t)=0.825  a=87.43%  b=87.20%  ens=87.67%  best_ens=88.29%@6
  ep  40  R(t)=0.825  a=87.38%  b=87.55%  ens=87.64%  best_ens=88.29%@6
  ep  45  R(t)=0.825  a=86.88%  b=87.22%  ens=87.55%  best_ens=88.29%@6
  ep  50  R(t)=0.825  a=87.17%  b=87.18%  ens=87.51%  best_ens=88.29%@6
  ep  55  R(t)=0.825  a=87.63%  b=87.20%  ens=87.55%  best_ens=88.29%@6
  ep  60  R(t)=0.825  a=87.36%  b=87.08%  ens=87.30%  best_ens=88.29%@6
  ep  65  R(t)=0.825  a=87.28%  b=87.34%  ens=87.30%  best_ens=88.29%@6
  ep  70  R(t)=0.825  a=87.37%  b=87.16%  ens=87.45%  best_ens=88.29%@6
  ep  75  R(t)=0.825  a=87.25%  b=87.38%  ens=87.42%  best_ens=88.29%@6
  ep  80  R(t)=0.825  a=87.30%  b=87.29%  ens=87.39%  best_ens=88.29%@6
  ep  85  R(t)=0.825  a=87.05%  b=87.33%  ens=87.13%  best_ens=88.29%@6
  ep  90  R(t)=0.825  a=87.12%  b=87.26%  ens=87.24%  best_ens=88.29%@6
  ep  95  R(t)=0.825  a=87.07%  b=87.24%  ens=87.25%  best_ens=88.29%@6
  ep  99  R(t)=0.825  a=87.14%  b=87.22%  ens=87.25%  best_ens=88.29%@6
  DONE  best_ens=88.29%  saved front_truncation_sev3__S__coteaching__noisy__seed0.json + persample.npz

# exit=0
