# 2026-07-19T21:16:20.924535 | cmd = python /path/to/ciln-workspace/experiments/downstream_multimodal/train_agnews/train_agnews_coteaching.py --setting butter_fingers_sev3 --variant S --image-source noisy --seed 2 --gpu 2
[AGN CoT] butter_fingers_sev3__S__coteaching__noisy__seed2  gpu=2
  N=50000  tau=21.63%
  ep   0  R(t)=1.000  a=81.84%  b=82.03%  ens=82.49%  best_ens=82.49%@0
  ep   5  R(t)=0.847  a=87.58%  b=87.07%  ens=87.58%  best_ens=88.01%@4
  ep  10  R(t)=0.784  a=87.96%  b=87.53%  ens=88.11%  best_ens=88.11%@6
  ep  15  R(t)=0.784  a=87.14%  b=87.24%  ens=87.36%  best_ens=88.11%@6
  ep  20  R(t)=0.784  a=87.26%  b=86.67%  ens=87.16%  best_ens=88.11%@6
  ep  25  R(t)=0.784  a=87.58%  b=87.50%  ens=87.74%  best_ens=88.11%@6
  ep  30  R(t)=0.784  a=87.51%  b=86.88%  ens=87.55%  best_ens=88.11%@6
  ep  35  R(t)=0.784  a=86.89%  b=87.04%  ens=87.38%  best_ens=88.11%@6
  ep  40  R(t)=0.784  a=87.62%  b=87.17%  ens=87.57%  best_ens=88.11%@6
  ep  45  R(t)=0.784  a=87.17%  b=87.20%  ens=87.42%  best_ens=88.11%@6
  ep  50  R(t)=0.784  a=87.59%  b=87.45%  ens=87.64%  best_ens=88.11%@6
  ep  55  R(t)=0.784  a=87.36%  b=87.72%  ens=87.71%  best_ens=88.11%@6
  ep  60  R(t)=0.784  a=87.32%  b=87.38%  ens=87.58%  best_ens=88.11%@6
  ep  65  R(t)=0.784  a=87.21%  b=87.47%  ens=87.63%  best_ens=88.11%@6
  ep  70  R(t)=0.784  a=87.20%  b=87.38%  ens=87.54%  best_ens=88.11%@6
  ep  75  R(t)=0.784  a=87.33%  b=87.25%  ens=87.45%  best_ens=88.11%@6
  ep  80  R(t)=0.784  a=87.54%  b=87.33%  ens=87.38%  best_ens=88.11%@6
  ep  85  R(t)=0.784  a=87.46%  b=87.33%  ens=87.51%  best_ens=88.11%@6
  ep  90  R(t)=0.784  a=87.50%  b=87.45%  ens=87.41%  best_ens=88.11%@6
  ep  95  R(t)=0.784  a=87.47%  b=87.38%  ens=87.45%  best_ens=88.11%@6
  ep  99  R(t)=0.784  a=87.50%  b=87.34%  ens=87.46%  best_ens=88.11%@6
  DONE  best_ens=88.11%  saved butter_fingers_sev3__S__coteaching__noisy__seed2.json + persample.npz

# exit=0
