# 2026-07-20T17:33:27.123646 | cmd = python /path/to/ciln-workspace/experiments/downstream_multimodal/train_agnews/train_agnews_coteaching.py --setting front_truncation_sev5 --variant S --image-source noisy --seed 2 --gpu 2
[AGN CoT] front_truncation_sev5__S__coteaching__noisy__seed2  gpu=2
  N=50000  tau=26.47%
  ep   0  R(t)=1.000  a=79.43%  b=79.67%  ens=80.57%  best_ens=80.57%@0
  ep   5  R(t)=0.813  a=86.63%  b=86.45%  ens=86.99%  best_ens=87.34%@4
  ep  10  R(t)=0.735  a=86.78%  b=86.55%  ens=86.99%  best_ens=87.34%@4
  ep  15  R(t)=0.735  a=86.20%  b=86.33%  ens=86.36%  best_ens=87.34%@4
  ep  20  R(t)=0.735  a=86.55%  b=86.54%  ens=86.83%  best_ens=87.34%@4
  ep  25  R(t)=0.735  a=86.75%  b=86.70%  ens=87.01%  best_ens=87.34%@4
  ep  30  R(t)=0.735  a=86.32%  b=86.67%  ens=86.93%  best_ens=87.34%@4
  ep  35  R(t)=0.735  a=86.38%  b=86.42%  ens=86.61%  best_ens=87.34%@4
  ep  40  R(t)=0.735  a=86.49%  b=86.66%  ens=86.78%  best_ens=87.34%@4
  ep  45  R(t)=0.735  a=86.78%  b=86.05%  ens=86.84%  best_ens=87.34%@4
  ep  50  R(t)=0.735  a=86.39%  b=86.50%  ens=86.76%  best_ens=87.34%@4
  ep  55  R(t)=0.735  a=86.43%  b=86.57%  ens=86.63%  best_ens=87.34%@4
  ep  60  R(t)=0.735  a=86.70%  b=86.55%  ens=86.74%  best_ens=87.34%@4
  ep  65  R(t)=0.735  a=86.57%  b=86.37%  ens=86.64%  best_ens=87.34%@4
  ep  70  R(t)=0.735  a=86.54%  b=86.59%  ens=86.70%  best_ens=87.34%@4
  ep  75  R(t)=0.735  a=86.62%  b=86.55%  ens=86.76%  best_ens=87.34%@4
  ep  80  R(t)=0.735  a=86.67%  b=86.66%  ens=86.75%  best_ens=87.34%@4
  ep  85  R(t)=0.735  a=86.57%  b=86.51%  ens=86.61%  best_ens=87.34%@4
  ep  90  R(t)=0.735  a=86.55%  b=86.54%  ens=86.51%  best_ens=87.34%@4
  ep  95  R(t)=0.735  a=86.54%  b=86.53%  ens=86.54%  best_ens=87.34%@4
  ep  99  R(t)=0.735  a=86.50%  b=86.54%  ens=86.51%  best_ens=87.34%@4
  DONE  best_ens=87.34%  saved front_truncation_sev5__S__coteaching__noisy__seed2.json + persample.npz

# exit=0
