# 2026-07-20T11:43:17.905982 | cmd = python /path/to/ciln-workspace/experiments/downstream_multimodal/train_agnews/train_agnews_coteaching.py --setting front_truncation_sev3 --variant S --image-source clean --seed 2 --gpu 1
[AGN CoT] front_truncation_sev3__S__coteaching__clean__seed2  gpu=1
  N=50000  tau=17.42%
  ep   0  R(t)=1.000  a=84.12%  b=84.78%  ens=85.22%  best_ens=85.22%@0
  ep   5  R(t)=0.877  a=86.45%  b=86.46%  ens=86.91%  best_ens=87.00%@4
  ep  10  R(t)=0.826  a=86.07%  b=86.66%  ens=86.64%  best_ens=87.08%@9
  ep  15  R(t)=0.826  a=86.42%  b=86.33%  ens=86.43%  best_ens=87.17%@13
  ep  20  R(t)=0.826  a=86.24%  b=86.39%  ens=86.70%  best_ens=87.17%@13
  ep  25  R(t)=0.826  a=86.26%  b=86.26%  ens=86.75%  best_ens=87.17%@13
  ep  30  R(t)=0.826  a=86.11%  b=86.30%  ens=86.82%  best_ens=87.17%@13
  ep  35  R(t)=0.826  a=86.09%  b=86.39%  ens=86.53%  best_ens=87.17%@13
  ep  40  R(t)=0.826  a=86.08%  b=85.91%  ens=86.39%  best_ens=87.17%@13
  ep  45  R(t)=0.826  a=86.20%  b=85.86%  ens=86.20%  best_ens=87.17%@13
  ep  50  R(t)=0.826  a=86.13%  b=86.28%  ens=86.67%  best_ens=87.17%@13
  ep  55  R(t)=0.826  a=86.11%  b=86.04%  ens=86.47%  best_ens=87.17%@13
  ep  60  R(t)=0.826  a=86.13%  b=86.01%  ens=86.42%  best_ens=87.17%@13
  ep  65  R(t)=0.826  a=86.30%  b=86.08%  ens=86.45%  best_ens=87.17%@13
  ep  70  R(t)=0.826  a=86.12%  b=85.87%  ens=86.30%  best_ens=87.17%@13
  ep  75  R(t)=0.826  a=86.05%  b=85.75%  ens=86.28%  best_ens=87.17%@13
  ep  80  R(t)=0.826  a=86.03%  b=85.87%  ens=86.32%  best_ens=87.17%@13
  ep  85  R(t)=0.826  a=86.24%  b=85.99%  ens=86.50%  best_ens=87.17%@13
  ep  90  R(t)=0.826  a=86.28%  b=86.16%  ens=86.49%  best_ens=87.17%@13
  ep  95  R(t)=0.826  a=86.14%  b=86.16%  ens=86.47%  best_ens=87.17%@13
  ep  99  R(t)=0.826  a=86.11%  b=86.17%  ens=86.50%  best_ens=87.17%@13
  DONE  best_ens=87.17%  saved front_truncation_sev3__S__coteaching__clean__seed2.json + persample.npz

# exit=0
