# 2026-07-20T16:54:20.382026 | cmd = python /path/to/ciln-workspace/experiments/downstream_multimodal/train_agnews/train_agnews_coteaching.py --setting front_truncation_sev5 --variant S --image-source clean --seed 2 --gpu 1
[AGN CoT] front_truncation_sev5__S__coteaching__clean__seed2  gpu=1
  N=50000  tau=26.47%
  ep   0  R(t)=1.000  a=82.95%  b=82.39%  ens=83.59%  best_ens=83.59%@0
  ep   5  R(t)=0.813  a=83.96%  b=84.49%  ens=84.83%  best_ens=85.53%@2
  ep  10  R(t)=0.735  a=83.38%  b=83.84%  ens=83.88%  best_ens=85.53%@2
  ep  15  R(t)=0.735  a=83.75%  b=83.89%  ens=84.25%  best_ens=85.53%@2
  ep  20  R(t)=0.735  a=83.47%  b=83.11%  ens=83.71%  best_ens=85.53%@2
  ep  25  R(t)=0.735  a=82.99%  b=83.50%  ens=83.75%  best_ens=85.53%@2
  ep  30  R(t)=0.735  a=83.12%  b=83.46%  ens=83.64%  best_ens=85.53%@2
  ep  35  R(t)=0.735  a=82.70%  b=82.92%  ens=83.14%  best_ens=85.53%@2
  ep  40  R(t)=0.735  a=83.21%  b=83.01%  ens=83.61%  best_ens=85.53%@2
  ep  45  R(t)=0.735  a=82.93%  b=83.14%  ens=83.42%  best_ens=85.53%@2
  ep  50  R(t)=0.735  a=82.92%  b=82.82%  ens=83.07%  best_ens=85.53%@2
  ep  55  R(t)=0.735  a=82.79%  b=83.46%  ens=83.18%  best_ens=85.53%@2
  ep  60  R(t)=0.735  a=82.71%  b=83.14%  ens=83.24%  best_ens=85.53%@2
  ep  65  R(t)=0.735  a=83.09%  b=83.00%  ens=83.12%  best_ens=85.53%@2
  ep  70  R(t)=0.735  a=82.75%  b=83.05%  ens=83.03%  best_ens=85.53%@2
  ep  75  R(t)=0.735  a=82.88%  b=82.97%  ens=83.16%  best_ens=85.53%@2
  ep  80  R(t)=0.735  a=82.83%  b=82.88%  ens=82.88%  best_ens=85.53%@2
  ep  85  R(t)=0.735  a=82.99%  b=83.04%  ens=82.92%  best_ens=85.53%@2
  ep  90  R(t)=0.735  a=82.92%  b=82.89%  ens=82.93%  best_ens=85.53%@2
  ep  95  R(t)=0.735  a=82.93%  b=82.91%  ens=82.92%  best_ens=85.53%@2
  ep  99  R(t)=0.735  a=82.89%  b=82.92%  ens=82.92%  best_ens=85.53%@2
  DONE  best_ens=85.53%  saved front_truncation_sev5__S__coteaching__clean__seed2.json + persample.npz

# exit=0
