# 2026-07-20T10:59:49.788170 | cmd = python /path/to/ciln-workspace/experiments/downstream_multimodal/train_agnews/train_agnews_coteaching.py --setting front_truncation_sev3 --variant S --image-source clean --seed 1 --gpu 2
[AGN CoT] front_truncation_sev3__S__coteaching__clean__seed1  gpu=2
  N=50000  tau=17.61%
  ep   0  R(t)=1.000  a=84.64%  b=85.26%  ens=85.80%  best_ens=85.80%@0
  ep   5  R(t)=0.875  a=86.92%  b=86.78%  ens=87.53%  best_ens=87.55%@4
  ep  10  R(t)=0.824  a=85.84%  b=86.33%  ens=86.36%  best_ens=87.55%@4
  ep  15  R(t)=0.824  a=86.20%  b=86.20%  ens=86.39%  best_ens=87.55%@4
  ep  20  R(t)=0.824  a=86.25%  b=86.37%  ens=86.42%  best_ens=87.55%@4
  ep  25  R(t)=0.824  a=86.32%  b=86.12%  ens=86.72%  best_ens=87.55%@4
  ep  30  R(t)=0.824  a=86.61%  b=86.84%  ens=87.14%  best_ens=87.55%@4
  ep  35  R(t)=0.824  a=86.03%  b=86.49%  ens=86.63%  best_ens=87.55%@4
  ep  40  R(t)=0.824  a=86.58%  b=86.16%  ens=86.51%  best_ens=87.55%@4
  ep  45  R(t)=0.824  a=86.54%  b=86.41%  ens=86.82%  best_ens=87.55%@4
  ep  50  R(t)=0.824  a=86.67%  b=86.55%  ens=86.84%  best_ens=87.55%@4
  ep  55  R(t)=0.824  a=86.74%  b=86.47%  ens=86.97%  best_ens=87.55%@4
  ep  60  R(t)=0.824  a=86.59%  b=86.41%  ens=86.83%  best_ens=87.55%@4
  ep  65  R(t)=0.824  a=86.36%  b=86.64%  ens=86.74%  best_ens=87.55%@4
  ep  70  R(t)=0.824  a=86.32%  b=86.43%  ens=86.53%  best_ens=87.55%@4
  ep  75  R(t)=0.824  a=86.64%  b=86.43%  ens=86.83%  best_ens=87.55%@4
  ep  80  R(t)=0.824  a=86.70%  b=86.47%  ens=86.64%  best_ens=87.55%@4
  ep  85  R(t)=0.824  a=86.47%  b=86.59%  ens=86.66%  best_ens=87.55%@4
  ep  90  R(t)=0.824  a=86.47%  b=86.62%  ens=86.61%  best_ens=87.55%@4
  ep  95  R(t)=0.824  a=86.43%  b=86.57%  ens=86.55%  best_ens=87.55%@4
  ep  99  R(t)=0.824  a=86.46%  b=86.59%  ens=86.55%  best_ens=87.55%@4
  DONE  best_ens=87.55%  saved front_truncation_sev3__S__coteaching__clean__seed1.json + persample.npz

# exit=0
