# 2026-07-19T17:38:29.224225 | cmd = python /path/to/ciln-workspace/experiments/downstream_multimodal/train_agnews/train_agnews_coteaching.py --setting butter_fingers_sev1 --variant C --image-source clean --seed 1 --gpu 2
[AGN CoT] butter_fingers_sev1__C__coteaching__clean__seed1  gpu=2
  N=35066  tau=3.13%
  ep   0  R(t)=1.000  a=84.67%  b=85.04%  ens=85.67%  best_ens=85.67%@0
  ep   5  R(t)=0.978  a=86.64%  b=86.87%  ens=87.26%  best_ens=87.58%@3
  ep  10  R(t)=0.969  a=86.32%  b=87.03%  ens=87.39%  best_ens=87.80%@6
  ep  15  R(t)=0.969  a=86.93%  b=86.70%  ens=87.49%  best_ens=87.84%@11
  ep  20  R(t)=0.969  a=86.39%  b=86.13%  ens=86.59%  best_ens=87.84%@11
  ep  25  R(t)=0.969  a=85.82%  b=86.59%  ens=86.79%  best_ens=87.84%@11
  ep  30  R(t)=0.969  a=86.08%  b=86.36%  ens=86.79%  best_ens=87.84%@11
  ep  35  R(t)=0.969  a=86.46%  b=85.93%  ens=86.95%  best_ens=87.84%@11
  ep  40  R(t)=0.969  a=86.29%  b=86.24%  ens=86.71%  best_ens=87.84%@11
  ep  45  R(t)=0.969  a=86.07%  b=85.75%  ens=86.58%  best_ens=87.84%@11
  ep  50  R(t)=0.969  a=86.22%  b=86.16%  ens=86.72%  best_ens=87.84%@11
  ep  55  R(t)=0.969  a=86.42%  b=86.21%  ens=86.62%  best_ens=87.84%@11
  ep  60  R(t)=0.969  a=86.04%  b=86.20%  ens=86.53%  best_ens=87.84%@11
  ep  65  R(t)=0.969  a=86.03%  b=86.24%  ens=86.37%  best_ens=87.84%@11
  ep  70  R(t)=0.969  a=86.24%  b=86.11%  ens=86.47%  best_ens=87.84%@11
  ep  75  R(t)=0.969  a=86.16%  b=86.12%  ens=86.36%  best_ens=87.84%@11
  ep  80  R(t)=0.969  a=86.34%  b=86.50%  ens=86.55%  best_ens=87.84%@11
  ep  85  R(t)=0.969  a=86.41%  b=86.34%  ens=86.61%  best_ens=87.84%@11
  ep  90  R(t)=0.969  a=86.42%  b=86.61%  ens=86.64%  best_ens=87.84%@11
  ep  95  R(t)=0.969  a=86.39%  b=86.55%  ens=86.66%  best_ens=87.84%@11
  ep  99  R(t)=0.969  a=86.45%  b=86.53%  ens=86.66%  best_ens=87.84%@11
  DONE  best_ens=87.84%  saved butter_fingers_sev1__C__coteaching__clean__seed1.json + persample.npz

# exit=0
