# 2026-07-20T09:33:49.004298 | cmd = python /path/to/ciln-workspace/experiments/downstream_multimodal/train_agnews/train_agnews_coteaching.py --setting front_truncation_sev1 --variant C --image-source noisy --seed 2 --gpu 2
[AGN CoT] front_truncation_sev1__C__coteaching__noisy__seed2  gpu=2
  N=35066  tau=2.54%
  ep   0  R(t)=1.000  a=83.32%  b=82.46%  ens=83.58%  best_ens=83.58%@0
  ep   5  R(t)=0.982  a=86.99%  b=87.08%  ens=87.53%  best_ens=87.53%@5
  ep  10  R(t)=0.975  a=87.61%  b=87.14%  ens=87.78%  best_ens=87.84%@6
  ep  15  R(t)=0.975  a=87.41%  b=87.24%  ens=87.86%  best_ens=87.96%@11
  ep  20  R(t)=0.975  a=87.33%  b=87.03%  ens=87.78%  best_ens=87.96%@11
  ep  25  R(t)=0.975  a=87.32%  b=86.89%  ens=87.64%  best_ens=87.96%@11
  ep  30  R(t)=0.975  a=87.07%  b=86.92%  ens=87.29%  best_ens=87.96%@11
  ep  35  R(t)=0.975  a=87.12%  b=86.74%  ens=87.46%  best_ens=87.96%@11
  ep  40  R(t)=0.975  a=86.99%  b=86.91%  ens=87.42%  best_ens=87.96%@11
  ep  45  R(t)=0.975  a=87.08%  b=87.03%  ens=87.53%  best_ens=87.96%@11
  ep  50  R(t)=0.975  a=87.20%  b=86.92%  ens=87.49%  best_ens=87.96%@11
  ep  55  R(t)=0.975  a=86.93%  b=86.55%  ens=87.12%  best_ens=87.96%@11
  ep  60  R(t)=0.975  a=87.07%  b=86.82%  ens=87.12%  best_ens=87.96%@11
  ep  65  R(t)=0.975  a=86.91%  b=86.80%  ens=87.22%  best_ens=87.96%@11
  ep  70  R(t)=0.975  a=87.20%  b=86.87%  ens=87.41%  best_ens=87.96%@11
  ep  75  R(t)=0.975  a=87.17%  b=86.76%  ens=87.29%  best_ens=87.96%@11
  ep  80  R(t)=0.975  a=87.16%  b=86.88%  ens=87.22%  best_ens=87.96%@11
  ep  85  R(t)=0.975  a=87.22%  b=86.88%  ens=87.24%  best_ens=87.96%@11
  ep  90  R(t)=0.975  a=87.22%  b=86.86%  ens=87.22%  best_ens=87.96%@11
  ep  95  R(t)=0.975  a=87.13%  b=86.93%  ens=87.18%  best_ens=87.96%@11
  ep  99  R(t)=0.975  a=87.14%  b=86.93%  ens=87.20%  best_ens=87.96%@11
  DONE  best_ens=87.96%  saved front_truncation_sev1__C__coteaching__noisy__seed2.json + persample.npz

# exit=0
