# 2026-07-19T23:04:01.712216 | cmd = python /path/to/ciln-workspace/experiments/downstream_multimodal/train_agnews/train_agnews_coteaching.py --setting butter_fingers_sev3 --variant C --image-source clean --seed 2 --gpu 1
[AGN CoT] butter_fingers_sev3__C__coteaching__clean__seed2  gpu=1
  N=35066  tau=12.92%
  ep   0  R(t)=1.000  a=81.88%  b=81.00%  ens=82.30%  best_ens=82.30%@0
  ep   5  R(t)=0.909  a=84.67%  b=85.82%  ens=86.20%  best_ens=86.30%@4
  ep  10  R(t)=0.871  a=84.04%  b=84.22%  ens=84.61%  best_ens=86.30%@4
  ep  15  R(t)=0.871  a=84.08%  b=84.17%  ens=84.82%  best_ens=86.30%@4
  ep  20  R(t)=0.871  a=84.03%  b=83.78%  ens=84.50%  best_ens=86.30%@4
  ep  25  R(t)=0.871  a=84.03%  b=83.89%  ens=84.18%  best_ens=86.30%@4
  ep  30  R(t)=0.871  a=84.03%  b=83.76%  ens=84.58%  best_ens=86.30%@4
  ep  35  R(t)=0.871  a=83.55%  b=83.57%  ens=84.36%  best_ens=86.30%@4
  ep  40  R(t)=0.871  a=84.00%  b=83.87%  ens=84.39%  best_ens=86.30%@4
  ep  45  R(t)=0.871  a=83.55%  b=83.51%  ens=84.30%  best_ens=86.30%@4
  ep  50  R(t)=0.871  a=83.62%  b=83.42%  ens=83.96%  best_ens=86.30%@4
  ep  55  R(t)=0.871  a=83.50%  b=83.53%  ens=83.80%  best_ens=86.30%@4
  ep  60  R(t)=0.871  a=83.37%  b=83.86%  ens=83.91%  best_ens=86.30%@4
  ep  65  R(t)=0.871  a=83.78%  b=83.24%  ens=83.66%  best_ens=86.30%@4
  ep  70  R(t)=0.871  a=83.49%  b=83.82%  ens=83.74%  best_ens=86.30%@4
  ep  75  R(t)=0.871  a=83.51%  b=83.76%  ens=83.75%  best_ens=86.30%@4
  ep  80  R(t)=0.871  a=83.54%  b=83.71%  ens=83.80%  best_ens=86.30%@4
  ep  85  R(t)=0.871  a=83.57%  b=83.76%  ens=83.84%  best_ens=86.30%@4
  ep  90  R(t)=0.871  a=83.61%  b=83.76%  ens=83.79%  best_ens=86.30%@4
  ep  95  R(t)=0.871  a=83.62%  b=83.71%  ens=83.79%  best_ens=86.30%@4
  ep  99  R(t)=0.871  a=83.59%  b=83.71%  ens=83.78%  best_ens=86.30%@4
  DONE  best_ens=86.30%  saved butter_fingers_sev3__C__coteaching__clean__seed2.json + persample.npz

# exit=0
