# 2026-07-19T20:35:58.831315 | cmd = python /path/to/ciln-workspace/experiments/downstream_multimodal/train_agnews/train_agnews_coteaching.py --setting butter_fingers_sev3 --variant S --image-source noisy --seed 0 --gpu 2
[AGN CoT] butter_fingers_sev3__S__coteaching__noisy__seed0  gpu=2
  N=50000  tau=21.94%
  ep   0  R(t)=1.000  a=81.28%  b=82.09%  ens=82.29%  best_ens=82.29%@0
  ep   5  R(t)=0.845  a=87.39%  b=87.14%  ens=87.51%  best_ens=87.59%@4
  ep  10  R(t)=0.781  a=87.51%  b=87.36%  ens=87.68%  best_ens=87.80%@7
  ep  15  R(t)=0.781  a=87.00%  b=87.16%  ens=87.16%  best_ens=87.80%@7
  ep  20  R(t)=0.781  a=86.95%  b=87.22%  ens=87.36%  best_ens=87.80%@7
  ep  25  R(t)=0.781  a=86.86%  b=86.88%  ens=87.11%  best_ens=87.80%@7
  ep  30  R(t)=0.781  a=86.78%  b=86.99%  ens=87.17%  best_ens=87.80%@7
  ep  35  R(t)=0.781  a=87.12%  b=86.91%  ens=86.96%  best_ens=87.80%@7
  ep  40  R(t)=0.781  a=87.05%  b=86.95%  ens=86.97%  best_ens=87.80%@7
  ep  45  R(t)=0.781  a=87.24%  b=86.88%  ens=87.33%  best_ens=87.80%@7
  ep  50  R(t)=0.781  a=86.95%  b=86.75%  ens=86.88%  best_ens=87.80%@7
  ep  55  R(t)=0.781  a=86.96%  b=86.78%  ens=87.09%  best_ens=87.80%@7
  ep  60  R(t)=0.781  a=86.93%  b=86.63%  ens=86.86%  best_ens=87.80%@7
  ep  65  R(t)=0.781  a=86.82%  b=86.83%  ens=86.92%  best_ens=87.80%@7
  ep  70  R(t)=0.781  a=86.67%  b=86.88%  ens=86.92%  best_ens=87.80%@7
  ep  75  R(t)=0.781  a=86.93%  b=86.80%  ens=86.95%  best_ens=87.80%@7
  ep  80  R(t)=0.781  a=86.88%  b=86.82%  ens=87.01%  best_ens=87.80%@7
  ep  85  R(t)=0.781  a=86.95%  b=86.93%  ens=87.01%  best_ens=87.80%@7
  ep  90  R(t)=0.781  a=86.91%  b=86.86%  ens=86.91%  best_ens=87.80%@7
  ep  95  R(t)=0.781  a=86.80%  b=86.97%  ens=87.00%  best_ens=87.80%@7
  ep  99  R(t)=0.781  a=86.84%  b=86.96%  ens=86.93%  best_ens=87.80%@7
  DONE  best_ens=87.80%  saved butter_fingers_sev3__S__coteaching__noisy__seed0.json + persample.npz

# exit=0
