# 2026-07-19T15:40:10.962766 | cmd = python /path/to/ciln-workspace/experiments/downstream_multimodal/train_agnews/train_agnews_coteaching.py --setting butter_fingers_sev1 --variant S --image-source clean --seed 2 --gpu 1
[AGN CoT] butter_fingers_sev1__S__coteaching__clean__seed2  gpu=1
  N=50000  tau=13.09%
  ep   0  R(t)=1.000  a=84.93%  b=84.88%  ens=85.67%  best_ens=85.67%@0
  ep   5  R(t)=0.907  a=88.39%  b=88.50%  ens=88.68%  best_ens=88.72%@2
  ep  10  R(t)=0.869  a=88.01%  b=88.01%  ens=88.41%  best_ens=88.72%@2
  ep  15  R(t)=0.869  a=87.89%  b=88.17%  ens=88.47%  best_ens=88.72%@2
  ep  20  R(t)=0.869  a=87.80%  b=87.47%  ens=87.91%  best_ens=88.72%@2
  ep  25  R(t)=0.869  a=87.86%  b=87.84%  ens=88.37%  best_ens=88.72%@2
  ep  30  R(t)=0.869  a=87.55%  b=87.78%  ens=88.08%  best_ens=88.72%@2
  ep  35  R(t)=0.869  a=88.05%  b=87.67%  ens=88.21%  best_ens=88.72%@2
  ep  40  R(t)=0.869  a=87.75%  b=87.46%  ens=88.00%  best_ens=88.72%@2
  ep  45  R(t)=0.869  a=87.91%  b=87.49%  ens=87.89%  best_ens=88.72%@2
  ep  50  R(t)=0.869  a=88.13%  b=87.51%  ens=88.08%  best_ens=88.72%@2
  ep  55  R(t)=0.869  a=88.03%  b=87.64%  ens=88.01%  best_ens=88.72%@2
  ep  60  R(t)=0.869  a=87.71%  b=87.70%  ens=87.97%  best_ens=88.72%@2
  ep  65  R(t)=0.869  a=87.71%  b=87.78%  ens=87.95%  best_ens=88.72%@2
  ep  70  R(t)=0.869  a=87.67%  b=87.59%  ens=87.91%  best_ens=88.72%@2
  ep  75  R(t)=0.869  a=87.76%  b=87.91%  ens=87.96%  best_ens=88.72%@2
  ep  80  R(t)=0.869  a=88.01%  b=87.82%  ens=87.91%  best_ens=88.72%@2
  ep  85  R(t)=0.869  a=87.93%  b=87.80%  ens=87.95%  best_ens=88.72%@2
  ep  90  R(t)=0.869  a=87.89%  b=87.83%  ens=88.09%  best_ens=88.72%@2
  ep  95  R(t)=0.869  a=88.00%  b=87.79%  ens=88.11%  best_ens=88.72%@2
  ep  99  R(t)=0.869  a=87.99%  b=87.82%  ens=88.12%  best_ens=88.72%@2
  DONE  best_ens=88.72%  saved butter_fingers_sev1__S__coteaching__clean__seed2.json + persample.npz

# exit=0
