# 2026-07-16T14:58:30.658778 | cmd = python /path/to/ciln-workspace/experiments/downstream_multimodal/train_mnist/train_mnist_coteaching.py --setting impulse_noise_sev5 --variant S --image-source noisy --seed 1 --gpu 1
[MNIST CoT] impulse_noise_sev5__S__coteaching__noisy__seed1  gpu=1
  N=27000  tau=49.05%
  ep   0  R(t)=1.000  a=71.19%  b=76.62%  ens=75.21%  best_ens=75.21%@0
  ep   5  R(t)=0.653  a=85.10%  b=85.52%  ens=85.56%  best_ens=85.56%@5
  ep  10  R(t)=0.509  a=73.43%  b=75.57%  ens=74.44%  best_ens=90.47%@6
  ep  15  R(t)=0.509  a=75.70%  b=76.30%  ens=76.10%  best_ens=90.47%@6
  ep  20  R(t)=0.509  a=75.27%  b=75.08%  ens=75.24%  best_ens=90.47%@6
  ep  25  R(t)=0.509  a=77.87%  b=76.91%  ens=77.37%  best_ens=90.47%@6
  ep  30  R(t)=0.509  a=78.10%  b=80.02%  ens=79.17%  best_ens=90.47%@6
  ep  35  R(t)=0.509  a=76.35%  b=77.67%  ens=77.05%  best_ens=90.47%@6
  ep  40  R(t)=0.509  a=74.93%  b=76.46%  ens=75.62%  best_ens=90.47%@6
  ep  45  R(t)=0.509  a=75.84%  b=76.57%  ens=76.38%  best_ens=90.47%@6
  ep  50  R(t)=0.509  a=78.91%  b=79.01%  ens=79.09%  best_ens=90.47%@6
  ep  55  R(t)=0.509  a=77.37%  b=78.32%  ens=77.94%  best_ens=90.47%@6
  ep  60  R(t)=0.509  a=78.99%  b=79.47%  ens=79.32%  best_ens=90.47%@6
  ep  65  R(t)=0.509  a=76.12%  b=78.80%  ens=77.59%  best_ens=90.47%@6
  ep  70  R(t)=0.509  a=79.35%  b=80.45%  ens=79.86%  best_ens=90.47%@6
  ep  75  R(t)=0.509  a=78.23%  b=78.99%  ens=78.70%  best_ens=90.47%@6
  ep  80  R(t)=0.509  a=78.57%  b=79.76%  ens=79.12%  best_ens=90.47%@6
  ep  85  R(t)=0.509  a=78.31%  b=79.40%  ens=78.94%  best_ens=90.47%@6
  ep  90  R(t)=0.509  a=78.01%  b=79.37%  ens=78.71%  best_ens=90.47%@6
  ep  95  R(t)=0.509  a=78.29%  b=79.59%  ens=78.98%  best_ens=90.47%@6
  ep  99  R(t)=0.509  a=78.21%  b=79.46%  ens=78.88%  best_ens=90.47%@6
  DONE  best_ens=90.47%  saved impulse_noise_sev5__S__coteaching__noisy__seed1.json + persample.npz

# exit=0
