# 2026-07-16T17:45:38.854365 | cmd = python /path/to/ciln-workspace/experiments/downstream_multimodal/train_mnist/train_mnist_coteaching.py --setting rotate_sev5 --variant S --image-source clean --seed 0 --gpu 2
[MNIST CoT] rotate_sev5__S__coteaching__clean__seed0  gpu=2
  N=27000  tau=64.14%
  ep   0  R(t)=1.000  a=38.10%  b=38.98%  ens=38.81%  best_ens=38.81%@0
  ep   5  R(t)=0.546  a=44.26%  b=45.79%  ens=45.07%  best_ens=52.09%@2
  ep  10  R(t)=0.359  a=43.01%  b=44.04%  ens=43.76%  best_ens=52.09%@2
  ep  15  R(t)=0.359  a=43.68%  b=43.58%  ens=43.72%  best_ens=52.09%@2
  ep  20  R(t)=0.359  a=44.52%  b=47.16%  ens=46.03%  best_ens=52.09%@2
  ep  25  R(t)=0.359  a=40.25%  b=40.73%  ens=40.39%  best_ens=52.09%@2
  ep  30  R(t)=0.359  a=44.53%  b=43.85%  ens=44.30%  best_ens=52.09%@2
  ep  35  R(t)=0.359  a=41.38%  b=43.30%  ens=42.57%  best_ens=52.09%@2
  ep  40  R(t)=0.359  a=42.62%  b=44.68%  ens=43.66%  best_ens=52.09%@2
  ep  45  R(t)=0.359  a=45.27%  b=45.29%  ens=45.42%  best_ens=52.09%@2
  ep  50  R(t)=0.359  a=38.13%  b=41.61%  ens=40.28%  best_ens=52.09%@2
  ep  55  R(t)=0.359  a=43.26%  b=43.75%  ens=43.69%  best_ens=52.09%@2
  ep  60  R(t)=0.359  a=40.83%  b=40.78%  ens=40.72%  best_ens=52.09%@2
  ep  65  R(t)=0.359  a=42.88%  b=43.15%  ens=42.93%  best_ens=52.09%@2
  ep  70  R(t)=0.359  a=44.92%  b=44.65%  ens=44.78%  best_ens=52.09%@2
  ep  75  R(t)=0.359  a=45.39%  b=45.16%  ens=45.40%  best_ens=52.09%@2
  ep  80  R(t)=0.359  a=45.13%  b=45.44%  ens=45.27%  best_ens=52.09%@2
  ep  85  R(t)=0.359  a=44.47%  b=44.57%  ens=44.53%  best_ens=52.09%@2
  ep  90  R(t)=0.359  a=44.92%  b=44.92%  ens=44.83%  best_ens=52.09%@2
  ep  95  R(t)=0.359  a=45.00%  b=45.11%  ens=44.96%  best_ens=52.09%@2
  ep  99  R(t)=0.359  a=45.06%  b=45.12%  ens=45.06%  best_ens=52.09%@2
  DONE  best_ens=52.09%  saved rotate_sev5__S__coteaching__clean__seed0.json + persample.npz

# exit=0
