# 2026-07-16T18:35:33.334482 | cmd = python /path/to/ciln-workspace/experiments/downstream_multimodal/train_mnist/train_mnist_coteaching.py --setting rotate_sev5 --variant C --image-source noisy --seed 0 --gpu 1
[MNIST CoT] rotate_sev5__C__coteaching__noisy__seed0  gpu=1
  N=26107  tau=63.97%
  ep   0  R(t)=1.000  a=61.63%  b=69.19%  ens=66.21%  best_ens=66.21%@0
  ep   5  R(t)=0.548  a=83.63%  b=78.36%  ens=81.55%  best_ens=83.80%@2
  ep  10  R(t)=0.360  a=80.50%  b=82.60%  ens=82.02%  best_ens=83.80%@2
  ep  15  R(t)=0.360  a=75.69%  b=61.54%  ens=73.08%  best_ens=84.54%@12
  ep  20  R(t)=0.360  a=62.52%  b=62.16%  ens=62.80%  best_ens=84.54%@12
  ep  25  R(t)=0.360  a=59.56%  b=55.26%  ens=57.59%  best_ens=84.54%@12
  ep  30  R(t)=0.360  a=47.32%  b=55.79%  ens=51.31%  best_ens=84.54%@12
  ep  35  R(t)=0.360  a=57.73%  b=58.10%  ens=58.53%  best_ens=84.54%@12
  ep  40  R(t)=0.360  a=52.58%  b=53.70%  ens=53.31%  best_ens=84.54%@12
  ep  45  R(t)=0.360  a=56.94%  b=57.58%  ens=57.31%  best_ens=84.54%@12
  ep  50  R(t)=0.360  a=55.10%  b=53.42%  ens=54.33%  best_ens=84.54%@12
  ep  55  R(t)=0.360  a=50.87%  b=51.14%  ens=50.96%  best_ens=84.54%@12
  ep  60  R(t)=0.360  a=53.35%  b=52.21%  ens=52.90%  best_ens=84.54%@12
  ep  65  R(t)=0.360  a=52.02%  b=51.18%  ens=51.79%  best_ens=84.54%@12
  ep  70  R(t)=0.360  a=52.27%  b=52.33%  ens=52.36%  best_ens=84.54%@12
  ep  75  R(t)=0.360  a=50.75%  b=50.24%  ens=50.68%  best_ens=84.54%@12
  ep  80  R(t)=0.360  a=51.01%  b=50.23%  ens=50.62%  best_ens=84.54%@12
  ep  85  R(t)=0.360  a=51.40%  b=51.09%  ens=51.44%  best_ens=84.54%@12
  ep  90  R(t)=0.360  a=49.86%  b=49.88%  ens=50.07%  best_ens=84.54%@12
  ep  95  R(t)=0.360  a=51.25%  b=50.73%  ens=51.05%  best_ens=84.54%@12
  ep  99  R(t)=0.360  a=51.21%  b=50.80%  ens=51.08%  best_ens=84.54%@12
  DONE  best_ens=84.54%  saved rotate_sev5__C__coteaching__noisy__seed0.json + persample.npz

# exit=0
