# 2026-07-16T16:15:24.735620 | cmd = python /path/to/ciln-workspace/experiments/downstream_multimodal/train_mnist/train_mnist_coteaching.py --setting glass_blur_sev5 --variant S --image-source clean --seed 0 --gpu 2
[MNIST CoT] glass_blur_sev5__S__coteaching__clean__seed0  gpu=2
  N=27000  tau=71.64%
  ep   0  R(t)=1.000  a=36.63%  b=37.62%  ens=36.86%  best_ens=36.86%@0
  ep   5  R(t)=0.493  a=36.90%  b=38.34%  ens=37.61%  best_ens=42.11%@3
  ep  10  R(t)=0.284  a=40.93%  b=40.83%  ens=40.84%  best_ens=44.87%@6
  ep  15  R(t)=0.284  a=37.19%  b=37.19%  ens=37.19%  best_ens=44.87%@6
  ep  20  R(t)=0.284  a=19.58%  b=19.75%  ens=19.67%  best_ens=44.87%@6
  ep  25  R(t)=0.284  a=20.37%  b=19.91%  ens=20.06%  best_ens=44.87%@6
  ep  30  R(t)=0.284  a=18.54%  b=18.05%  ens=18.36%  best_ens=44.87%@6
  ep  35  R(t)=0.284  a=19.22%  b=18.96%  ens=19.08%  best_ens=44.87%@6
  ep  40  R(t)=0.284  a=19.87%  b=20.01%  ens=19.97%  best_ens=44.87%@6
  ep  45  R(t)=0.284  a=20.02%  b=19.85%  ens=19.92%  best_ens=44.87%@6
  ep  50  R(t)=0.284  a=20.15%  b=20.16%  ens=20.16%  best_ens=44.87%@6
  ep  55  R(t)=0.284  a=18.74%  b=18.74%  ens=18.76%  best_ens=44.87%@6
  ep  60  R(t)=0.284  a=17.82%  b=17.83%  ens=17.83%  best_ens=44.87%@6
  ep  65  R(t)=0.284  a=19.36%  b=19.17%  ens=19.26%  best_ens=44.87%@6
  ep  70  R(t)=0.284  a=20.00%  b=19.42%  ens=19.79%  best_ens=44.87%@6
  ep  75  R(t)=0.284  a=20.28%  b=20.20%  ens=20.26%  best_ens=44.87%@6
  ep  80  R(t)=0.284  a=20.21%  b=20.06%  ens=20.12%  best_ens=44.87%@6
  ep  85  R(t)=0.284  a=19.43%  b=19.41%  ens=19.42%  best_ens=44.87%@6
  ep  90  R(t)=0.284  a=19.97%  b=19.91%  ens=19.90%  best_ens=44.87%@6
  ep  95  R(t)=0.284  a=19.84%  b=19.79%  ens=19.82%  best_ens=44.87%@6
  ep  99  R(t)=0.284  a=19.83%  b=19.80%  ens=19.81%  best_ens=44.87%@6
  DONE  best_ens=44.87%  saved glass_blur_sev5__S__coteaching__clean__seed0.json + persample.npz

# exit=0
