# 2026-07-16T19:16:30.578591 | cmd = python /path/to/ciln-workspace/experiments/downstream_multimodal/train_mnist/train_mnist_coteaching.py --setting fog_sev5 --variant S --image-source noisy --seed 0 --gpu 1
[MNIST CoT] fog_sev5__S__coteaching__noisy__seed0  gpu=1
  N=27000  tau=39.39%
  ep   0  R(t)=1.000  a=75.75%  b=76.23%  ens=76.75%  best_ens=76.75%@0
  ep   5  R(t)=0.721  a=88.66%  b=88.73%  ens=88.91%  best_ens=91.58%@3
  ep  10  R(t)=0.606  a=94.77%  b=94.83%  ens=95.10%  best_ens=96.24%@9
  ep  15  R(t)=0.606  a=95.22%  b=95.17%  ens=95.42%  best_ens=96.72%@14
  ep  20  R(t)=0.606  a=95.73%  b=96.11%  ens=96.12%  best_ens=96.72%@14
  ep  25  R(t)=0.606  a=95.98%  b=96.17%  ens=96.27%  best_ens=96.72%@14
  ep  30  R(t)=0.606  a=94.13%  b=92.83%  ens=93.85%  best_ens=96.72%@14
  ep  35  R(t)=0.606  a=95.68%  b=95.77%  ens=95.93%  best_ens=96.72%@14
  ep  40  R(t)=0.606  a=94.75%  b=94.99%  ens=95.07%  best_ens=96.72%@14
  ep  45  R(t)=0.606  a=94.11%  b=94.78%  ens=94.82%  best_ens=96.72%@14
  ep  50  R(t)=0.606  a=94.19%  b=94.25%  ens=94.61%  best_ens=96.72%@14
  ep  55  R(t)=0.606  a=93.17%  b=93.80%  ens=93.81%  best_ens=96.72%@14
  ep  60  R(t)=0.606  a=93.98%  b=94.61%  ens=94.46%  best_ens=96.72%@14
  ep  65  R(t)=0.606  a=93.54%  b=93.63%  ens=93.90%  best_ens=96.72%@14
  ep  70  R(t)=0.606  a=93.71%  b=93.80%  ens=94.13%  best_ens=96.72%@14
  ep  75  R(t)=0.606  a=93.99%  b=94.58%  ens=94.62%  best_ens=96.72%@14
  ep  80  R(t)=0.606  a=94.83%  b=95.19%  ens=95.06%  best_ens=96.72%@14
  ep  85  R(t)=0.606  a=93.90%  b=94.37%  ens=94.44%  best_ens=96.72%@14
  ep  90  R(t)=0.606  a=93.82%  b=94.31%  ens=94.36%  best_ens=96.72%@14
  ep  95  R(t)=0.606  a=93.94%  b=94.44%  ens=94.44%  best_ens=96.72%@14
  ep  99  R(t)=0.606  a=93.96%  b=94.38%  ens=94.40%  best_ens=96.72%@14
  DONE  best_ens=96.72%  saved fog_sev5__S__coteaching__noisy__seed0.json + persample.npz

# exit=0
