# 2026-07-16T19:53:26.093644 | cmd = python /path/to/ciln-workspace/experiments/downstream_multimodal/train_mnist/train_mnist_coteaching.py --setting fog_sev5 --variant C --image-source clean --seed 0 --gpu 2
[MNIST CoT] fog_sev5__C__coteaching__clean__seed0  gpu=2
  N=26107  tau=38.47%
  ep   0  R(t)=1.000  a=79.88%  b=79.01%  ens=80.20%  best_ens=80.20%@0
  ep   5  R(t)=0.728  a=94.57%  b=93.13%  ens=94.04%  best_ens=94.35%@3
  ep  10  R(t)=0.615  a=96.84%  b=96.34%  ens=96.78%  best_ens=96.78%@10
  ep  15  R(t)=0.615  a=95.20%  b=95.15%  ens=95.52%  best_ens=97.48%@14
  ep  20  R(t)=0.615  a=94.44%  b=95.01%  ens=95.13%  best_ens=97.48%@14
  ep  25  R(t)=0.615  a=95.74%  b=96.33%  ens=96.30%  best_ens=97.48%@14
  ep  30  R(t)=0.615  a=95.12%  b=94.96%  ens=95.43%  best_ens=97.48%@14
  ep  35  R(t)=0.615  a=94.88%  b=95.18%  ens=95.41%  best_ens=97.48%@14
  ep  40  R(t)=0.615  a=95.03%  b=95.19%  ens=95.35%  best_ens=97.48%@14
  ep  45  R(t)=0.615  a=93.87%  b=93.01%  ens=93.82%  best_ens=97.48%@14
  ep  50  R(t)=0.615  a=94.66%  b=95.23%  ens=95.18%  best_ens=97.48%@14
  ep  55  R(t)=0.615  a=93.34%  b=93.69%  ens=93.90%  best_ens=97.48%@14
  ep  60  R(t)=0.615  a=94.66%  b=94.08%  ens=94.74%  best_ens=97.48%@14
  ep  65  R(t)=0.615  a=92.89%  b=92.89%  ens=93.23%  best_ens=97.48%@14
  ep  70  R(t)=0.615  a=94.03%  b=93.82%  ens=94.22%  best_ens=97.48%@14
  ep  75  R(t)=0.615  a=93.56%  b=93.74%  ens=93.91%  best_ens=97.48%@14
  ep  80  R(t)=0.615  a=93.79%  b=93.49%  ens=93.96%  best_ens=97.48%@14
  ep  85  R(t)=0.615  a=93.17%  b=93.39%  ens=93.59%  best_ens=97.48%@14
  ep  90  R(t)=0.615  a=93.29%  b=93.41%  ens=93.69%  best_ens=97.48%@14
  ep  95  R(t)=0.615  a=93.34%  b=93.36%  ens=93.69%  best_ens=97.48%@14
  ep  99  R(t)=0.615  a=93.35%  b=93.44%  ens=93.71%  best_ens=97.48%@14
  DONE  best_ens=97.48%  saved fog_sev5__C__coteaching__clean__seed0.json + persample.npz

# exit=0
