# 2026-07-16T15:40:22.440883 | cmd = python /path/to/ciln-workspace/experiments/downstream_multimodal/train_mnist/train_mnist_coteaching.py --setting impulse_noise_sev5 --variant C --image-source noisy --seed 0 --gpu 1
[MNIST CoT] impulse_noise_sev5__C__coteaching__noisy__seed0  gpu=1
  N=26107  tau=48.38%
  ep   0  R(t)=1.000  a=58.49%  b=62.08%  ens=59.67%  best_ens=59.67%@0
  ep   5  R(t)=0.658  a=82.66%  b=86.01%  ens=84.85%  best_ens=87.76%@4
  ep  10  R(t)=0.516  a=72.94%  b=73.02%  ens=73.10%  best_ens=87.76%@4
  ep  15  R(t)=0.516  a=74.64%  b=75.35%  ens=75.09%  best_ens=87.76%@4
  ep  20  R(t)=0.516  a=74.51%  b=75.94%  ens=75.36%  best_ens=87.76%@4
  ep  25  R(t)=0.516  a=70.21%  b=70.55%  ens=70.43%  best_ens=87.76%@4
  ep  30  R(t)=0.516  a=73.90%  b=72.77%  ens=73.57%  best_ens=87.76%@4
  ep  35  R(t)=0.516  a=71.52%  b=73.08%  ens=72.49%  best_ens=87.76%@4
  ep  40  R(t)=0.516  a=72.04%  b=72.46%  ens=72.30%  best_ens=87.76%@4
  ep  45  R(t)=0.516  a=74.07%  b=74.62%  ens=74.35%  best_ens=87.76%@4
  ep  50  R(t)=0.516  a=70.99%  b=71.27%  ens=71.03%  best_ens=87.76%@4
  ep  55  R(t)=0.516  a=69.72%  b=70.68%  ens=70.40%  best_ens=87.76%@4
  ep  60  R(t)=0.516  a=72.23%  b=72.62%  ens=72.61%  best_ens=87.76%@4
  ep  65  R(t)=0.516  a=71.23%  b=72.55%  ens=71.99%  best_ens=87.76%@4
  ep  70  R(t)=0.516  a=73.09%  b=74.01%  ens=73.74%  best_ens=87.76%@4
  ep  75  R(t)=0.516  a=73.38%  b=74.15%  ens=73.74%  best_ens=87.76%@4
  ep  80  R(t)=0.516  a=73.57%  b=73.82%  ens=73.73%  best_ens=87.76%@4
  ep  85  R(t)=0.516  a=73.26%  b=73.85%  ens=73.52%  best_ens=87.76%@4
  ep  90  R(t)=0.516  a=73.89%  b=74.21%  ens=74.05%  best_ens=87.76%@4
  ep  95  R(t)=0.516  a=73.01%  b=73.58%  ens=73.35%  best_ens=87.76%@4
  ep  99  R(t)=0.516  a=72.97%  b=73.60%  ens=73.28%  best_ens=87.76%@4
  DONE  best_ens=87.76%  saved impulse_noise_sev5__C__coteaching__noisy__seed0.json + persample.npz

# exit=0
