# 2026-07-16T19:09:55.074259 | cmd = python /path/to/ciln-workspace/experiments/downstream_multimodal/train_mnist/train_mnist_coteaching.py --setting fog_sev5 --variant S --image-source clean --seed 0 --gpu 2
[MNIST CoT] fog_sev5__S__coteaching__clean__seed0  gpu=2
  N=27000  tau=39.39%
  ep   0  R(t)=1.000  a=82.03%  b=79.75%  ens=81.97%  best_ens=81.97%@0
  ep   5  R(t)=0.721  a=90.91%  b=91.42%  ens=91.35%  best_ens=93.52%@3
  ep  10  R(t)=0.606  a=95.53%  b=95.15%  ens=95.57%  best_ens=95.76%@8
  ep  15  R(t)=0.606  a=95.83%  b=96.18%  ens=96.17%  best_ens=96.99%@14
  ep  20  R(t)=0.606  a=95.53%  b=95.78%  ens=95.95%  best_ens=96.99%@14
  ep  25  R(t)=0.606  a=96.24%  b=96.39%  ens=96.56%  best_ens=96.99%@14
  ep  30  R(t)=0.606  a=93.82%  b=95.08%  ens=94.61%  best_ens=96.99%@14
  ep  35  R(t)=0.606  a=95.30%  b=95.64%  ens=95.74%  best_ens=96.99%@14
  ep  40  R(t)=0.606  a=95.13%  b=94.05%  ens=94.93%  best_ens=96.99%@14
  ep  45  R(t)=0.606  a=93.57%  b=93.35%  ens=93.79%  best_ens=96.99%@14
  ep  50  R(t)=0.606  a=93.91%  b=94.27%  ens=94.40%  best_ens=96.99%@14
  ep  55  R(t)=0.606  a=92.84%  b=92.08%  ens=92.73%  best_ens=96.99%@14
  ep  60  R(t)=0.606  a=93.26%  b=93.35%  ens=93.48%  best_ens=96.99%@14
  ep  65  R(t)=0.606  a=93.16%  b=92.99%  ens=93.27%  best_ens=96.99%@14
  ep  70  R(t)=0.606  a=91.89%  b=92.20%  ens=92.49%  best_ens=96.99%@14
  ep  75  R(t)=0.606  a=93.31%  b=93.62%  ens=93.74%  best_ens=96.99%@14
  ep  80  R(t)=0.606  a=93.48%  b=93.78%  ens=93.84%  best_ens=96.99%@14
  ep  85  R(t)=0.606  a=92.92%  b=92.81%  ens=93.12%  best_ens=96.99%@14
  ep  90  R(t)=0.606  a=92.55%  b=92.54%  ens=92.75%  best_ens=96.99%@14
  ep  95  R(t)=0.606  a=92.71%  b=92.75%  ens=92.94%  best_ens=96.99%@14
  ep  99  R(t)=0.606  a=92.72%  b=92.81%  ens=92.99%  best_ens=96.99%@14
  DONE  best_ens=96.99%  saved fog_sev5__S__coteaching__clean__seed0.json + persample.npz

# exit=0
