# 2026-07-16T16:21:21.217006 | cmd = python /path/to/ciln-workspace/experiments/downstream_multimodal/train_mnist/train_mnist_coteaching.py --setting glass_blur_sev5 --variant S --image-source noisy --seed 0 --gpu 1
[MNIST CoT] glass_blur_sev5__S__coteaching__noisy__seed0  gpu=1
  N=27000  tau=71.64%
  ep   0  R(t)=1.000  a=35.88%  b=28.04%  ens=32.80%  best_ens=32.80%@0
  ep   5  R(t)=0.493  a=37.26%  b=32.83%  ens=34.99%  best_ens=44.07%@4
  ep  10  R(t)=0.284  a=31.27%  b=29.52%  ens=30.23%  best_ens=45.44%@6
  ep  15  R(t)=0.284  a=28.09%  b=26.92%  ens=27.54%  best_ens=45.44%@6
  ep  20  R(t)=0.284  a=13.47%  b=15.99%  ens=14.44%  best_ens=45.44%@6
  ep  25  R(t)=0.284  a=19.06%  b=18.89%  ens=18.94%  best_ens=45.44%@6
  ep  30  R(t)=0.284  a=18.44%  b=17.98%  ens=18.19%  best_ens=45.44%@6
  ep  35  R(t)=0.284  a=19.33%  b=19.43%  ens=19.46%  best_ens=45.44%@6
  ep  40  R(t)=0.284  a=19.58%  b=19.72%  ens=19.63%  best_ens=45.44%@6
  ep  45  R(t)=0.284  a=18.98%  b=18.88%  ens=18.96%  best_ens=45.44%@6
  ep  50  R(t)=0.284  a=19.25%  b=19.07%  ens=19.14%  best_ens=45.44%@6
  ep  55  R(t)=0.284  a=17.64%  b=18.23%  ens=17.92%  best_ens=45.44%@6
  ep  60  R(t)=0.284  a=18.43%  b=18.30%  ens=18.33%  best_ens=45.44%@6
  ep  65  R(t)=0.284  a=18.40%  b=18.84%  ens=18.63%  best_ens=45.44%@6
  ep  70  R(t)=0.284  a=19.46%  b=19.04%  ens=19.34%  best_ens=45.44%@6
  ep  75  R(t)=0.284  a=19.00%  b=19.02%  ens=18.98%  best_ens=45.44%@6
  ep  80  R(t)=0.284  a=19.53%  b=19.45%  ens=19.51%  best_ens=45.44%@6
  ep  85  R(t)=0.284  a=18.92%  b=18.85%  ens=18.92%  best_ens=45.44%@6
  ep  90  R(t)=0.284  a=18.93%  b=18.81%  ens=18.84%  best_ens=45.44%@6
  ep  95  R(t)=0.284  a=19.04%  b=19.05%  ens=19.05%  best_ens=45.44%@6
  ep  99  R(t)=0.284  a=19.04%  b=19.05%  ens=19.05%  best_ens=45.44%@6
  DONE  best_ens=45.44%  saved glass_blur_sev5__S__coteaching__noisy__seed0.json + persample.npz

# exit=0
