# 2026-07-16T14:48:50.391495 | cmd = python /path/to/ciln-workspace/experiments/downstream_multimodal/train_mnist/train_mnist_coteaching.py --setting impulse_noise_sev5 --variant S --image-source clean --seed 0 --gpu 2
[MNIST CoT] impulse_noise_sev5__S__coteaching__clean__seed0  gpu=2
  N=27000  tau=48.85%
  ep   0  R(t)=1.000  a=54.45%  b=56.12%  ens=54.86%  best_ens=54.86%@0
  ep   5  R(t)=0.655  a=59.08%  b=61.93%  ens=60.64%  best_ens=66.24%@2
  ep  10  R(t)=0.511  a=63.44%  b=62.26%  ens=63.06%  best_ens=68.16%@6
  ep  15  R(t)=0.511  a=66.29%  b=66.97%  ens=66.69%  best_ens=70.61%@13
  ep  20  R(t)=0.511  a=64.40%  b=66.86%  ens=66.02%  best_ens=70.61%@13
  ep  25  R(t)=0.511  a=65.80%  b=64.93%  ens=65.62%  best_ens=70.61%@13
  ep  30  R(t)=0.511  a=60.17%  b=64.29%  ens=62.30%  best_ens=70.61%@13
  ep  35  R(t)=0.511  a=64.94%  b=65.36%  ens=65.25%  best_ens=70.61%@13
  ep  40  R(t)=0.511  a=61.07%  b=61.49%  ens=61.41%  best_ens=70.61%@13
  ep  45  R(t)=0.511  a=66.92%  b=66.36%  ens=66.86%  best_ens=70.61%@13
  ep  50  R(t)=0.511  a=63.55%  b=64.49%  ens=64.13%  best_ens=70.61%@13
  ep  55  R(t)=0.511  a=66.06%  b=65.60%  ens=65.95%  best_ens=70.61%@13
  ep  60  R(t)=0.511  a=67.67%  b=67.76%  ens=67.80%  best_ens=70.61%@13
  ep  65  R(t)=0.511  a=63.40%  b=63.73%  ens=63.52%  best_ens=70.61%@13
  ep  70  R(t)=0.511  a=68.02%  b=67.59%  ens=67.76%  best_ens=70.61%@13
  ep  75  R(t)=0.511  a=64.01%  b=64.34%  ens=64.19%  best_ens=70.61%@13
  ep  80  R(t)=0.511  a=64.69%  b=64.44%  ens=64.61%  best_ens=70.61%@13
  ep  85  R(t)=0.511  a=64.28%  b=63.94%  ens=64.22%  best_ens=70.61%@13
  ep  90  R(t)=0.511  a=64.71%  b=64.55%  ens=64.59%  best_ens=70.61%@13
  ep  95  R(t)=0.511  a=64.87%  b=65.03%  ens=65.02%  best_ens=70.61%@13
  ep  99  R(t)=0.511  a=64.67%  b=64.78%  ens=64.79%  best_ens=70.61%@13
  DONE  best_ens=70.61%  saved impulse_noise_sev5__S__coteaching__clean__seed0.json + persample.npz

# exit=0
