# 2026-07-16T21:29:48.606837 | cmd = python /path/to/ciln-workspace/experiments/downstream_multimodal/train_mnist/train_mnist_coteaching.py --setting canny_edges_sev1 --variant C --image-source noisy --seed 1 --gpu 2
[MNIST CoT] canny_edges_sev1__C__coteaching__noisy__seed1  gpu=2
  N=26107  tau=30.83%
  ep   0  R(t)=1.000  a=83.05%  b=73.87%  ens=79.41%  best_ens=79.41%@0
  ep   5  R(t)=0.782  a=91.88%  b=88.45%  ens=90.82%  best_ens=90.82%@5
  ep  10  R(t)=0.692  a=93.14%  b=92.32%  ens=93.37%  best_ens=94.84%@9
  ep  15  R(t)=0.692  a=93.74%  b=93.81%  ens=94.16%  best_ens=94.84%@9
  ep  20  R(t)=0.692  a=92.57%  b=92.28%  ens=92.95%  best_ens=94.84%@9
  ep  25  R(t)=0.692  a=92.80%  b=92.19%  ens=92.81%  best_ens=94.84%@9
  ep  30  R(t)=0.692  a=92.22%  b=93.35%  ens=93.43%  best_ens=94.84%@9
  ep  35  R(t)=0.692  a=93.46%  b=93.07%  ens=93.62%  best_ens=94.84%@9
  ep  40  R(t)=0.692  a=92.35%  b=93.90%  ens=93.77%  best_ens=94.84%@9
  ep  45  R(t)=0.692  a=94.11%  b=94.12%  ens=94.51%  best_ens=94.84%@9
  ep  50  R(t)=0.692  a=92.67%  b=93.19%  ens=93.18%  best_ens=94.84%@9
  ep  55  R(t)=0.692  a=92.94%  b=93.49%  ens=93.57%  best_ens=94.84%@9
  ep  60  R(t)=0.692  a=94.01%  b=94.68%  ens=94.52%  best_ens=94.86%@58
  ep  65  R(t)=0.692  a=94.23%  b=94.76%  ens=94.83%  best_ens=94.86%@58
  ep  70  R(t)=0.692  a=93.81%  b=94.24%  ens=94.43%  best_ens=94.86%@58
  ep  75  R(t)=0.692  a=93.71%  b=94.12%  ens=94.11%  best_ens=94.86%@58
  ep  80  R(t)=0.692  a=94.10%  b=94.34%  ens=94.53%  best_ens=94.86%@58
  ep  85  R(t)=0.692  a=94.01%  b=94.76%  ens=94.49%  best_ens=94.88%@83
  ep  90  R(t)=0.692  a=93.84%  b=94.65%  ens=94.42%  best_ens=94.88%@83
  ep  95  R(t)=0.692  a=94.13%  b=94.63%  ens=94.47%  best_ens=94.88%@83
  ep  99  R(t)=0.692  a=94.12%  b=94.74%  ens=94.53%  best_ens=94.88%@83
  DONE  best_ens=94.88%  saved canny_edges_sev1__C__coteaching__noisy__seed1.json + persample.npz

# exit=0
