# 2026-07-16T15:35:49.157362 | cmd = python /path/to/ciln-workspace/experiments/downstream_multimodal/train_mnist/train_mnist_coteaching.py --setting impulse_noise_sev5 --variant C --image-source clean --seed 1 --gpu 1
[MNIST CoT] impulse_noise_sev5__C__coteaching__clean__seed1  gpu=1
  N=26107  tau=48.44%
  ep   0  R(t)=1.000  a=52.99%  b=54.77%  ens=53.48%  best_ens=53.48%@0
  ep   5  R(t)=0.657  a=64.96%  b=61.56%  ens=63.33%  best_ens=71.65%@4
  ep  10  R(t)=0.516  a=72.02%  b=70.85%  ens=71.59%  best_ens=74.49%@8
  ep  15  R(t)=0.516  a=71.05%  b=70.79%  ens=70.94%  best_ens=74.49%@8
  ep  20  R(t)=0.516  a=66.36%  b=67.92%  ens=67.12%  best_ens=74.49%@8
  ep  25  R(t)=0.516  a=64.80%  b=67.26%  ens=66.09%  best_ens=76.05%@24
  ep  30  R(t)=0.516  a=66.06%  b=65.93%  ens=66.10%  best_ens=76.05%@24
  ep  35  R(t)=0.516  a=64.19%  b=65.39%  ens=64.78%  best_ens=76.05%@24
  ep  40  R(t)=0.516  a=64.83%  b=64.85%  ens=65.02%  best_ens=76.05%@24
  ep  45  R(t)=0.516  a=65.71%  b=66.46%  ens=66.26%  best_ens=76.05%@24
  ep  50  R(t)=0.516  a=62.20%  b=62.77%  ens=62.48%  best_ens=76.05%@24
  ep  55  R(t)=0.516  a=66.79%  b=68.09%  ens=67.61%  best_ens=76.05%@24
  ep  60  R(t)=0.516  a=67.15%  b=66.24%  ens=66.87%  best_ens=76.05%@24
  ep  65  R(t)=0.516  a=64.91%  b=64.36%  ens=64.68%  best_ens=76.05%@24
  ep  70  R(t)=0.516  a=66.53%  b=65.66%  ens=66.15%  best_ens=76.05%@24
  ep  75  R(t)=0.516  a=65.35%  b=65.02%  ens=65.20%  best_ens=76.05%@24
  ep  80  R(t)=0.516  a=65.39%  b=65.76%  ens=65.57%  best_ens=76.05%@24
  ep  85  R(t)=0.516  a=65.41%  b=64.85%  ens=65.19%  best_ens=76.05%@24
  ep  90  R(t)=0.516  a=65.11%  b=65.19%  ens=65.20%  best_ens=76.05%@24
  ep  95  R(t)=0.516  a=64.96%  b=64.84%  ens=64.97%  best_ens=76.05%@24
  ep  99  R(t)=0.516  a=64.94%  b=64.80%  ens=64.95%  best_ens=76.05%@24
  DONE  best_ens=76.05%  saved impulse_noise_sev5__C__coteaching__clean__seed1.json + persample.npz

# exit=0
