# 2026-07-16T17:53:05.037914 | cmd = python /path/to/ciln-workspace/experiments/downstream_multimodal/train_mnist/train_mnist_coteaching.py --setting rotate_sev5 --variant S --image-source noisy --seed 0 --gpu 1
[MNIST CoT] rotate_sev5__S__coteaching__noisy__seed0  gpu=1
  N=27000  tau=64.14%
  ep   0  R(t)=1.000  a=77.73%  b=78.48%  ens=79.30%  best_ens=79.30%@0
  ep   5  R(t)=0.546  a=84.28%  b=86.13%  ens=85.96%  best_ens=85.96%@5
  ep  10  R(t)=0.359  a=83.29%  b=83.34%  ens=83.65%  best_ens=85.96%@5
  ep  15  R(t)=0.359  a=75.48%  b=77.60%  ens=77.25%  best_ens=85.96%@5
  ep  20  R(t)=0.359  a=64.03%  b=68.85%  ens=66.61%  best_ens=85.96%@5
  ep  25  R(t)=0.359  a=62.16%  b=59.51%  ens=61.34%  best_ens=85.96%@5
  ep  30  R(t)=0.359  a=57.63%  b=57.49%  ens=57.81%  best_ens=85.96%@5
  ep  35  R(t)=0.359  a=57.80%  b=56.52%  ens=58.01%  best_ens=85.96%@5
  ep  40  R(t)=0.359  a=54.91%  b=58.25%  ens=57.62%  best_ens=85.96%@5
  ep  45  R(t)=0.359  a=51.79%  b=52.32%  ens=52.22%  best_ens=85.96%@5
  ep  50  R(t)=0.359  a=49.34%  b=52.11%  ens=51.19%  best_ens=85.96%@5
  ep  55  R(t)=0.359  a=50.36%  b=49.67%  ens=49.91%  best_ens=85.96%@5
  ep  60  R(t)=0.359  a=48.68%  b=48.72%  ens=48.83%  best_ens=85.96%@5
  ep  65  R(t)=0.359  a=47.51%  b=49.51%  ens=48.54%  best_ens=85.96%@5
  ep  70  R(t)=0.359  a=49.43%  b=49.52%  ens=49.51%  best_ens=85.96%@5
  ep  75  R(t)=0.359  a=50.87%  b=51.16%  ens=51.11%  best_ens=85.96%@5
  ep  80  R(t)=0.359  a=49.51%  b=50.46%  ens=50.10%  best_ens=85.96%@5
  ep  85  R(t)=0.359  a=50.15%  b=49.82%  ens=49.97%  best_ens=85.96%@5
  ep  90  R(t)=0.359  a=50.46%  b=51.23%  ens=51.00%  best_ens=85.96%@5
  ep  95  R(t)=0.359  a=50.72%  b=50.88%  ens=50.87%  best_ens=85.96%@5
  ep  99  R(t)=0.359  a=50.82%  b=50.96%  ens=51.03%  best_ens=85.96%@5
  DONE  best_ens=85.96%  saved rotate_sev5__S__coteaching__noisy__seed0.json + persample.npz

# exit=0
