# 2026-07-16T17:58:15.576779 | cmd = python /path/to/ciln-workspace/experiments/downstream_multimodal/train_mnist/train_mnist_coteaching.py --setting rotate_sev5 --variant S --image-source noisy --seed 2 --gpu 1
[MNIST CoT] rotate_sev5__S__coteaching__noisy__seed2  gpu=1
  N=27000  tau=63.92%
  ep   0  R(t)=1.000  a=79.79%  b=67.43%  ens=75.74%  best_ens=75.74%@0
  ep   5  R(t)=0.548  a=81.28%  b=76.45%  ens=79.54%  best_ens=79.54%@5
  ep  10  R(t)=0.361  a=76.38%  b=72.68%  ens=75.02%  best_ens=79.54%@5
  ep  15  R(t)=0.361  a=80.81%  b=77.39%  ens=79.71%  best_ens=79.71%@15
  ep  20  R(t)=0.361  a=73.75%  b=71.19%  ens=73.60%  best_ens=80.16%@17
  ep  25  R(t)=0.361  a=51.63%  b=47.97%  ens=49.51%  best_ens=80.16%@17
  ep  30  R(t)=0.361  a=51.83%  b=53.70%  ens=53.24%  best_ens=80.16%@17
  ep  35  R(t)=0.361  a=49.07%  b=48.02%  ens=48.99%  best_ens=80.16%@17
  ep  40  R(t)=0.361  a=50.67%  b=51.47%  ens=51.36%  best_ens=80.16%@17
  ep  45  R(t)=0.361  a=52.95%  b=53.32%  ens=53.47%  best_ens=80.16%@17
  ep  50  R(t)=0.361  a=51.64%  b=52.27%  ens=51.88%  best_ens=80.16%@17
  ep  55  R(t)=0.361  a=56.30%  b=53.15%  ens=55.53%  best_ens=80.16%@17
  ep  60  R(t)=0.361  a=53.71%  b=50.04%  ens=52.25%  best_ens=80.16%@17
  ep  65  R(t)=0.361  a=53.57%  b=52.18%  ens=53.25%  best_ens=80.16%@17
  ep  70  R(t)=0.361  a=53.59%  b=53.17%  ens=53.49%  best_ens=80.16%@17
  ep  75  R(t)=0.361  a=53.40%  b=53.25%  ens=53.32%  best_ens=80.16%@17
  ep  80  R(t)=0.361  a=52.75%  b=52.11%  ens=52.61%  best_ens=80.16%@17
  ep  85  R(t)=0.361  a=53.09%  b=52.44%  ens=52.78%  best_ens=80.16%@17
  ep  90  R(t)=0.361  a=52.51%  b=51.86%  ens=52.33%  best_ens=80.16%@17
  ep  95  R(t)=0.361  a=52.87%  b=52.29%  ens=52.71%  best_ens=80.16%@17
  ep  99  R(t)=0.361  a=52.81%  b=52.19%  ens=52.60%  best_ens=80.16%@17
  DONE  best_ens=80.16%  saved rotate_sev5__S__coteaching__noisy__seed2.json + persample.npz

# exit=0
