# 2026-07-16T19:59:12.795477 | cmd = python /path/to/ciln-workspace/experiments/downstream_multimodal/train_mnist/train_mnist_coteaching.py --setting fog_sev5 --variant C --image-source noisy --seed 0 --gpu 1
[MNIST CoT] fog_sev5__C__coteaching__noisy__seed0  gpu=1
  N=26107  tau=38.47%
  ep   0  R(t)=1.000  a=73.74%  b=75.84%  ens=74.81%  best_ens=74.81%@0
  ep   5  R(t)=0.728  a=92.65%  b=93.26%  ens=93.19%  best_ens=93.19%@5
  ep  10  R(t)=0.615  a=95.74%  b=95.97%  ens=96.07%  best_ens=96.07%@10
  ep  15  R(t)=0.615  a=94.56%  b=94.48%  ens=94.89%  best_ens=96.67%@14
  ep  20  R(t)=0.615  a=92.44%  b=92.82%  ens=92.98%  best_ens=96.67%@14
  ep  25  R(t)=0.615  a=95.03%  b=95.57%  ens=95.65%  best_ens=96.67%@14
  ep  30  R(t)=0.615  a=94.47%  b=95.18%  ens=94.89%  best_ens=96.67%@14
  ep  35  R(t)=0.615  a=94.42%  b=94.53%  ens=94.87%  best_ens=96.67%@14
  ep  40  R(t)=0.615  a=93.44%  b=94.75%  ens=94.33%  best_ens=96.67%@14
  ep  45  R(t)=0.615  a=91.26%  b=93.33%  ens=92.55%  best_ens=96.67%@14
  ep  50  R(t)=0.615  a=94.79%  b=94.68%  ens=94.94%  best_ens=96.67%@14
  ep  55  R(t)=0.615  a=91.76%  b=93.09%  ens=92.75%  best_ens=96.67%@14
  ep  60  R(t)=0.615  a=94.43%  b=94.06%  ens=94.54%  best_ens=96.67%@14
  ep  65  R(t)=0.615  a=93.01%  b=93.26%  ens=93.60%  best_ens=96.67%@14
  ep  70  R(t)=0.615  a=94.63%  b=94.93%  ens=95.05%  best_ens=96.67%@14
  ep  75  R(t)=0.615  a=94.09%  b=94.54%  ens=94.64%  best_ens=96.67%@14
  ep  80  R(t)=0.615  a=94.19%  b=94.38%  ens=94.53%  best_ens=96.67%@14
  ep  85  R(t)=0.615  a=94.03%  b=94.00%  ens=94.19%  best_ens=96.67%@14
  ep  90  R(t)=0.615  a=94.07%  b=94.10%  ens=94.30%  best_ens=96.67%@14
  ep  95  R(t)=0.615  a=94.00%  b=94.18%  ens=94.33%  best_ens=96.67%@14
  ep  99  R(t)=0.615  a=94.06%  b=94.16%  ens=94.28%  best_ens=96.67%@14
  DONE  best_ens=96.67%  saved fog_sev5__C__coteaching__noisy__seed0.json + persample.npz

# exit=0
