# 2026-07-16T16:20:01.157381 | cmd = python /path/to/ciln-workspace/experiments/downstream_multimodal/train_mnist/train_mnist_coteaching.py --setting glass_blur_sev5 --variant S --image-source clean --seed 2 --gpu 2
[MNIST CoT] glass_blur_sev5__S__coteaching__clean__seed2  gpu=2
  N=27000  tau=71.80%
  ep   0  R(t)=1.000  a=33.11%  b=31.96%  ens=32.14%  best_ens=32.14%@0
  ep   5  R(t)=0.492  a=33.77%  b=33.80%  ens=33.69%  best_ens=40.67%@1
  ep  10  R(t)=0.282  a=30.47%  b=30.35%  ens=30.40%  best_ens=40.67%@1
  ep  15  R(t)=0.282  a=28.59%  b=28.29%  ens=28.43%  best_ens=40.67%@1
  ep  20  R(t)=0.282  a=20.62%  b=20.63%  ens=20.66%  best_ens=40.67%@1
  ep  25  R(t)=0.282  a=20.18%  b=20.36%  ens=20.31%  best_ens=40.67%@1
  ep  30  R(t)=0.282  a=18.34%  b=18.02%  ens=18.12%  best_ens=40.67%@1
  ep  35  R(t)=0.282  a=19.30%  b=19.43%  ens=19.34%  best_ens=40.67%@1
  ep  40  R(t)=0.282  a=20.60%  b=20.55%  ens=20.60%  best_ens=40.67%@1
  ep  45  R(t)=0.282  a=20.41%  b=20.32%  ens=20.39%  best_ens=40.67%@1
  ep  50  R(t)=0.282  a=19.86%  b=19.81%  ens=19.83%  best_ens=40.67%@1
  ep  55  R(t)=0.282  a=20.25%  b=20.26%  ens=20.25%  best_ens=40.67%@1
  ep  60  R(t)=0.282  a=18.88%  b=18.88%  ens=18.87%  best_ens=40.67%@1
  ep  65  R(t)=0.282  a=19.80%  b=19.94%  ens=19.89%  best_ens=40.67%@1
  ep  70  R(t)=0.282  a=18.64%  b=20.27%  ens=19.75%  best_ens=40.67%@1
  ep  75  R(t)=0.282  a=19.81%  b=19.81%  ens=19.83%  best_ens=40.67%@1
  ep  80  R(t)=0.282  a=19.78%  b=19.87%  ens=19.79%  best_ens=40.67%@1
  ep  85  R(t)=0.282  a=19.66%  b=19.68%  ens=19.69%  best_ens=40.67%@1
  ep  90  R(t)=0.282  a=19.71%  b=19.69%  ens=19.69%  best_ens=40.67%@1
  ep  95  R(t)=0.282  a=19.44%  b=19.51%  ens=19.48%  best_ens=40.67%@1
  ep  99  R(t)=0.282  a=19.42%  b=19.51%  ens=19.48%  best_ens=40.67%@1
  DONE  best_ens=40.67%  saved glass_blur_sev5__S__coteaching__clean__seed2.json + persample.npz

# exit=0
